time[s],positionX_E[m],positionY_E[m], positionZ_E[m], velocityX_E[m/s], velocityY_E[m/s], velocityZ_E[m/s], apparentVelocity[m/s], accelerationX_E[m/s^2], accelerationY_E[m/s^2], accelerationZ_E[m/s^2], mach[dimless]
0.291,0.85752,0,4.1889,7.2127,0,24.07,25.365,31.232,0,106.74,0.074515
0.292,0.86475,0,4.213,7.2439,0,24.177,25.476,31.241,0,106.77,0.074843
0.293,0.87201,0,4.2372,7.2751,0,24.284,25.588,31.25,0,106.81,0.075171
0.294,0.8793,0,4.2616,7.3064,0,24.391,25.7,31.259,0,106.84,0.075499
0.295,0.88662,0,4.286,7.3377,0,24.497,25.811,31.268,0,106.87,0.075827
0.296,0.89398,0,4.3106,7.3689,0,24.604,25.923,31.277,0,106.91,0.076155
0.297,0.90136,0,4.3352,7.4002,0,24.711,26.035,31.286,0,106.94,0.076483
0.298,0.90878,0,4.36,7.4315,0,24.818,26.146,31.295,0,106.97,0.076811
0.299,0.91622,0,4.3849,7.4628,0,24.925,26.258,31.304,0,107.01,0.07714
0.3,0.9237,0,4.4098,7.4941,0,25.032,26.37,31.312,0,107.04,0.077468
0.301,0.93121,0,4.4349,7.5254,0,25.139,26.482,31.321,0,107.07,0.077797
0.302,0.93875,0,4.4601,7.5568,0,25.246,26.594,31.33,0,107.11,0.078126
0.303,0.94633,0,4.4854,7.5881,0,25.353,26.706,31.339,0,107.14,0.078455
0.304,0.95393,0,4.5108,7.6194,0,25.461,26.818,31.348,0,107.17,0.078783
0.305,0.96156,0,4.5363,7.6508,0,25.568,26.93,31.357,0,107.2,0.079113
0.306,0.96923,0,4.562,7.6821,0,25.675,27.042,31.366,0,107.24,0.079442
0.307,0.97693,0,4.5877,7.7135,0,25.782,27.154,31.375,0,107.27,0.079771
0.308,0.98466,0,4.6135,7.7449,0,25.89,27.266,31.383,0,107.3,0.0801
0.309,0.99242,0,4.6395,7.7763,0,25.997,27.378,31.392,0,107.34,0.08043
0.31,1.0002,0,4.6655,7.8077,0,26.104,27.49,31.401,0,107.37,0.080759
0.311,1.008,0,4.6917,7.8391,0,26.212,27.602,31.41,0,107.4,0.081089
0.312,1.0159,0,4.7179,7.8705,0,26.319,27.715,31.419,0,107.44,0.081419
0.313,1.0238,0,4.7443,7.9019,0,26.426,27.827,31.428,0,107.47,0.081749
0.314,1.0317,0,4.7708,7.9334,0,26.534,27.939,31.437,0,107.5,0.082079
0.315,1.0396,0,4.7974,7.9648,0,26.641,28.052,31.446,0,107.54,0.082409
0.316,1.0476,0,4.8241,7.9963,0,26.749,28.164,31.454,0,107.57,0.082739
0.317,1.0556,0,4.8509,8.0277,0,26.857,28.276,31.463,0,107.6,0.083069
0.318,1.0637,0,4.8778,8.0592,0,26.964,28.389,31.472,0,107.64,0.083399
0.319,1.0718,0,4.9048,8.0907,0,27.072,28.501,31.481,0,107.67,0.08373
0.32,1.0799,0,4.9319,8.1221,0,27.18,28.614,31.49,0,107.7,0.084061
0.321,1.088,0,4.9592,8.1536,0,27.287,28.726,31.499,0,107.74,0.084391
0.322,1.0962,0,4.9865,8.1851,0,27.395,28.839,31.508,0,107.77,0.084722
0.323,1.1044,0,5.014,8.2167,0,27.503,28.952,31.517,0,107.8,0.085053
0.324,1.1126,0,5.0415,8.2482,0,27.611,29.064,31.525,0,107.83,0.085384
0.325,1.1209,0,5.0692,8.2797,0,27.718,29.177,31.534,0,107.87,0.085715
0.326,1.1292,0,5.0969,8.3112,0,27.826,29.29,31.543,0,107.9,0.086046
0.327,1.1375,0,5.1248,8.3428,0,27.934,29.402,31.552,0,107.93,0.086377
0.328,1.1458,0,5.1528,8.3743,0,28.042,29.515,31.561,0,107.97,0.086709
0.329,1.1542,0,5.1809,8.4059,0,28.15,29.628,31.57,0,108,0.08704
0.33,1.1627,0,5.2091,8.4375,0,28.258,29.741,31.579,0,108.03,0.087372
0.331,1.1711,0,5.2374,8.4691,0,28.366,29.854,31.588,0,108.07,0.087704
0.332,1.1796,0,5.2659,8.5007,0,28.474,29.967,31.597,0,108.1,0.088035
0.333,1.1881,0,5.2944,8.5323,0,28.582,30.08,31.605,0,108.13,0.088367
0.334,1.1967,0,5.323,8.5639,0,28.691,30.193,31.614,0,108.17,0.088699
0.335,1.2052,0,5.3518,8.5955,0,28.799,30.306,31.623,0,108.2,0.089031
0.336,1.2139,0,5.3806,8.6271,0,28.907,30.419,31.632,0,108.23,0.089364
0.337,1.2225,0,5.4096,8.6588,0,29.015,30.532,31.641,0,108.27,0.089696
0.338,1.2312,0,5.4386,8.6904,0,29.124,30.645,31.65,0,108.3,0.090028
0.339,1.2399,0,5.4678,8.7221,0,29.232,30.758,31.659,0,108.33,0.090361
0.34,1.2486,0,5.4971,8.7537,0,29.34,30.871,31.668,0,108.36,0.090693
0.341,1.2574,0,5.5265,8.7854,0,29.449,30.985,31.676,0,108.4,0.091026
0.342,1.2662,0,5.556,8.8171,0,29.557,31.098,31.685,0,108.43,0.091359
0.343,1.275,0,5.5856,8.8488,0,29.665,31.211,31.694,0,108.46,0.091692
0.344,1.2839,0,5.6153,8.8805,0,29.774,31.325,31.703,0,108.5,0.092025
0.345,1.2928,0,5.6452,8.9122,0,29.882,31.438,31.712,0,108.53,0.092358
0.346,1.3017,0,5.6751,8.9439,0,29.991,31.551,31.721,0,108.56,0.092691
0.347,1.3107,0,5.7051,8.9756,0,30.1,31.665,31.73,0,108.6,0.093025
0.348,1.3197,0,5.7353,9.0073,0,30.208,31.778,31.738,0,108.63,0.093358
0.349,1.3287,0,5.7656,9.0391,0,30.317,31.892,31.747,0,108.66,0.093692
0.35,1.3377,0,5.7959,9.0708,0,30.426,32.005,31.756,0,108.7,0.094025
0.351,1.3468,0,5.8264,9.1026,0,30.534,32.119,31.765,0,108.73,0.094359
0.352,1.3559,0,5.857,9.1344,0,30.643,32.233,31.774,0,108.76,0.094693
0.353,1.3651,0,5.8877,9.1661,0,30.752,32.346,31.783,0,108.8,0.095027
0.354,1.3743,0,5.9185,9.1979,0,30.861,32.46,31.792,0,108.83,0.095361
0.355,1.3835,0,5.9494,9.2297,0,30.969,32.574,31.801,0,108.86,0.095695
0.356,1.3927,0,5.9804,9.2615,0,31.078,32.687,31.809,0,108.89,0.096029
0.357,1.402,0,6.0116,9.2934,0,31.187,32.801,31.818,0,108.93,0.096363
0.358,1.4113,0,6.0428,9.3252,0,31.296,32.915,31.827,0,108.96,0.096698
0.359,1.4207,0,6.0742,9.357,0,31.405,33.029,31.836,0,108.99,0.097032
0.36,1.43,0,6.1056,9.3888,0,31.514,33.143,31.845,0,109.03,0.097367
0.361,1.4394,0,6.1372,9.4207,0,31.623,33.257,31.854,0,109.06,0.097702
0.362,1.4489,0,6.1689,9.4526,0,31.732,33.371,31.863,0,109.09,0.098036
0.363,1.4583,0,6.2007,9.4844,0,31.841,33.485,31.872,0,109.13,0.098371
0.364,1.4678,0,6.2326,9.5163,0,31.951,33.599,31.88,0,109.16,0.098706
0.365,1.4774,0,6.2646,9.5482,0,32.06,33.713,31.889,0,109.19,0.099042
0.366,1.4869,0,6.2967,9.5801,0,32.169,33.827,31.898,0,109.23,0.099377
0.367,1.4965,0,6.3289,9.612,0,32.278,33.941,31.907,0,109.26,0.099712
0.368,1.5062,0,6.3612,9.6439,0,32.387,34.055,31.916,0,109.29,0.10005
0.369,1.5158,0,6.3937,9.6758,0,32.497,34.169,31.925,0,109.32,0.10038
0.37,1.5255,0,6.4262,9.7077,0,32.606,34.284,31.934,0,109.36,0.10072
0.371,1.5352,0,6.4589,9.7397,0,32.715,34.398,31.943,0,109.39,0.10105
0.372,1.545,0,6.4917,9.7716,0,32.825,34.512,31.951,0,109.42,0.10139
0.373,1.5548,0,6.5245,9.8036,0,32.934,34.626,31.96,0,109.46,0.10173
0.374,1.5646,0,6.5575,9.8355,0,33.044,34.741,31.969,0,109.49,0.10206
0.375,1.5745,0,6.5906,9.8675,0,33.153,34.855,31.978,0,109.52,0.1024
0.376,1.5843,0,6.6238,9.8995,0,33.263,34.97,31.987,0,109.56,0.10273
0.377,1.5943,0,6.6572,9.9315,0,33.372,35.084,31.996,0,109.59,0.10307
0.378,1.6042,0,6.6906,9.9635,0,33.482,35.199,32.005,0,109.62,0.10341
0.379,1.6142,0,6.7241,9.9955,0,33.592,35.313,32.013,0,109.66,0.10374
0.38,1.6242,0,6.7578,10.028,0,33.701,35.428,32.022,0,109.69,0.10408
0.381,1.6342,0,6.7915,10.06,0,33.811,35.542,32.031,0,109.72,0.10442
0.382,1.6443,0,6.8254,10.092,0,33.921,35.657,32.04,0,109.76,0.10475
0.383,1.6544,0,6.8594,10.124,0,34.031,35.772,32.049,0,109.79,0.10509
0.384,1.6646,0,6.8934,10.156,0,34.14,35.886,32.058,0,109.82,0.10543
0.385,1.6747,0,6.9276,10.188,0,34.25,36.001,32.067,0,109.85,0.10577
0.386,1.6849,0,6.9619,10.22,0,34.36,36.116,32.076,0,109.89,0.1061
0.387,1.6952,0,6.9964,10.252,0,34.47,36.231,32.084,0,109.92,0.10644
0.388,1.7054,0,7.0309,10.284,0,34.58,36.346,32.093,0,109.95,0.10678
0.389,1.7157,0,7.0655,10.316,0,34.69,36.461,32.102,0,109.99,0.10712
0.39,1.7261,0,7.1003,10.348,0,34.8,36.576,32.111,0,110.02,0.10745
0.391,1.7364,0,7.1351,10.38,0,34.91,36.69,32.12,0,110.05,0.10779
0.392,1.7468,0,7.1701,10.412,0,35.02,36.805,32.129,0,110.09,0.10813
0.393,1.7573,0,7.2052,10.445,0,35.13,36.92,32.138,0,110.12,0.10847
0.394,1.7677,0,7.2403,10.477,0,35.24,37.036,32.146,0,110.15,0.1088
0.395,1.7782,0,7.2756,10.509,0,35.35,37.151,32.155,0,110.19,0.10914
0.396,1.7887,0,7.311,10.541,0,35.461,37.266,32.164,0,110.22,0.10948
0.397,1.7993,0,7.3466,10.573,0,35.571,37.381,32.173,0,110.25,0.10982
0.398,1.8099,0,7.3822,10.605,0,35.681,37.496,32.182,0,110.28,0.11016
0.399,1.8205,0,7.4179,10.638,0,35.791,37.611,32.191,0,110.32,0.1105
0.4,1.8312,0,7.4538,10.67,0,35.902,37.727,32.2,0,110.35,0.11084
0.401,1.8418,0,7.4897,10.702,0,36.012,37.842,32.209,0,110.38,0.11117
0.402,1.8526,0,7.5258,10.734,0,36.122,37.957,32.217,0,110.42,0.11151
0.403,1.8633,0,7.562,10.766,0,36.233,38.073,32.226,0,110.45,0.11185
0.404,1.8741,0,7.5983,10.799,0,36.343,38.188,32.235,0,110.48,0.11219
0.405,1.8849,0,7.6347,10.831,0,36.454,38.303,32.244,0,110.52,0.11253
0.406,1.8958,0,7.6712,10.863,0,36.564,38.419,32.253,0,110.55,0.11287
0.407,1.9066,0,7.7078,10.895,0,36.675,38.534,32.262,0,110.58,0.11321
0.408,1.9175,0,7.7445,10.928,0,36.786,38.65,32.271,0,110.62,0.11355
0.409,1.9285,0,7.7814,10.96,0,36.896,38.765,32.279,0,110.65,0.11389
0.41,1.9395,0,7.8183,10.992,0,37.007,38.881,32.288,0,110.68,0.11423
0.411,1.9505,0,7.8554,11.024,0,37.118,38.997,32.297,0,110.71,0.11457
0.412,1.9615,0,7.8925,11.057,0,37.228,39.112,32.306,0,110.75,0.11491
0.413,1.9726,0,7.9298,11.089,0,37.339,39.228,32.315,0,110.78,0.11525
0.414,1.9837,0,7.9672,11.121,0,37.45,39.344,32.324,0,110.81,0.11559
0.415,1.9948,0,8.0047,11.154,0,37.561,39.46,32.333,0,110.85,0.11593
0.416,2.006,0,8.0423,11.186,0,37.672,39.575,32.341,0,110.88,0.11627
0.417,2.0172,0,8.0801,11.218,0,37.782,39.691,32.35,0,110.91,0.11661
0.418,2.0284,0,8.1179,11.251,0,37.893,39.807,32.359,0,110.95,0.11695
0.419,2.0397,0,8.1559,11.283,0,38.004,39.923,32.368,0,110.98,0.11729
0.42,2.051,0,8.1939,11.316,0,38.115,40.039,32.377,0,111.01,0.11763
0.421,2.0623,0,8.2321,11.348,0,38.226,40.155,32.386,0,111.05,0.11797
0.422,2.0737,0,8.2704,11.38,0,38.337,40.271,32.395,0,111.08,0.11831
0.423,2.0851,0,8.3088,11.413,0,38.449,40.387,32.403,0,111.11,0.11865
0.424,2.0965,0,8.3473,11.445,0,38.56,40.503,32.412,0,111.14,0.11899
0.425,2.108,0,8.3859,11.478,0,38.671,40.619,32.421,0,111.18,0.11933
0.426,2.1195,0,8.4246,11.51,0,38.782,40.735,32.43,0,111.21,0.11968
0.427,2.131,0,8.4634,11.542,0,38.893,40.852,32.439,0,111.24,0.12002
0.428,2.1426,0,8.5024,11.575,0,39.005,40.968,32.448,0,111.28,0.12036
0.429,2.1542,0,8.5415,11.607,0,39.116,41.084,32.457,0,111.31,0.1207
0.43,2.1658,0,8.5806,11.64,0,39.227,41.2,32.466,0,111.34,0.12104
0.431,2.1774,0,8.6199,11.672,0,39.339,41.317,32.474,0,111.38,0.12138
0.432,2.1891,0,8.6593,11.705,0,39.45,41.433,32.483,0,111.41,0.12173
0.433,2.2008,0,8.6988,11.737,0,39.561,41.549,32.492,0,111.44,0.12207
0.434,2.2126,0,8.7384,11.77,0,39.673,41.666,32.501,0,111.47,0.12241
0.435,2.2244,0,8.7782,11.802,0,39.784,41.782,32.51,0,111.51,0.12275
0.436,2.2362,0,8.818,11.835,0,39.896,41.899,32.519,0,111.54,0.12309
0.437,2.2481,0,8.8579,11.867,0,40.007,42.015,32.528,0,111.57,0.12344
0.438,2.2599,0,8.898,11.9,0,40.119,42.132,32.536,0,111.61,0.12378
0.439,2.2719,0,8.9382,11.932,0,40.231,42.248,32.545,0,111.64,0.12412
0.44,2.2838,0,8.9785,11.965,0,40.342,42.365,32.554,0,111.67,0.12446
0.441,2.2958,0,9.0189,11.997,0,40.454,42.482,32.563,0,111.71,0.12481
0.442,2.3078,0,9.0594,12.03,0,40.566,42.598,32.572,0,111.74,0.12515
0.443,2.3198,0,9.1,12.063,0,40.677,42.715,32.581,0,111.77,0.12549
0.444,2.3319,0,9.1407,12.095,0,40.789,42.832,32.59,0,111.81,0.12584
0.445,2.344,0,9.1816,12.128,0,40.901,42.949,32.598,0,111.84,0.12618
0.446,2.3562,0,9.2225,12.16,0,41.013,43.066,32.607,0,111.87,0.12652
0.447,2.3684,0,9.2636,12.193,0,41.125,43.182,32.616,0,111.9,0.12687
0.448,2.3806,0,9.3048,12.226,0,41.237,43.299,32.625,0,111.94,0.12721
0.449,2.3928,0,9.3461,12.258,0,41.349,43.416,32.634,0,111.97,0.12755
0.45,2.4051,0,9.3875,12.291,0,41.461,43.533,32.643,0,112,0.1279
0.451,2.4174,0,9.429,12.323,0,41.573,43.65,32.651,0,112.04,0.12824
0.452,2.4297,0,9.4706,12.356,0,41.685,43.767,32.66,0,112.07,0.12858
0.453,2.4421,0,9.5124,12.389,0,41.797,43.884,32.669,0,112.1,0.12893
0.454,2.4545,0,9.5542,12.421,0,41.909,44.001,32.678,0,112.14,0.12927
0.455,2.4669,0,9.5962,12.454,0,42.021,44.119,32.687,0,112.17,0.12962
0.456,2.4794,0,9.6383,12.487,0,42.133,44.236,32.696,0,112.2,0.12996
0.457,2.4919,0,9.6805,12.52,0,42.245,44.353,32.705,0,112.24,0.13031
0.458,2.5045,0,9.7228,12.552,0,42.358,44.47,32.713,0,112.27,0.13065
0.459,2.517,0,9.7652,12.585,0,42.47,44.587,32.722,0,112.3,0.13099
0.46,2.5296,0,9.8077,12.618,0,42.582,44.705,32.731,0,112.33,0.13134
0.461,2.5423,0,9.8503,12.65,0,42.695,44.822,32.74,0,112.37,0.13168
0.462,2.5549,0,9.8931,12.683,0,42.807,44.94,32.749,0,112.4,0.13203
0.463,2.5676,0,9.936,12.716,0,42.919,45.057,32.758,0,112.43,0.13237
0.464,2.5804,0,9.9789,12.749,0,43.032,45.174,32.767,0,112.47,0.13272
0.465,2.5931,0,10.022,12.781,0,43.144,45.292,32.775,0,112.5,0.13306
0.466,2.6059,0,10.065,12.814,0,43.257,45.409,32.784,0,112.53,0.13341
0.467,2.6187,0,10.109,12.847,0,43.369,45.527,32.793,0,112.57,0.13376
0.468,2.6316,0,10.152,12.88,0,43.482,45.645,32.802,0,112.6,0.1341
0.469,2.6445,0,10.195,12.913,0,43.595,45.762,32.811,0,112.63,0.13445
0.47,2.6574,0,10.239,12.945,0,43.707,45.88,32.82,0,112.66,0.13479
0.471,2.6704,0,10.283,12.978,0,43.82,45.997,32.829,0,112.7,0.13514
0.472,2.6834,0,10.327,13.011,0,43.933,46.115,32.837,0,112.73,0.13548
0.473,2.6964,0,10.371,13.044,0,44.045,46.233,32.846,0,112.76,0.13583
0.474,2.7095,0,10.415,13.077,0,44.158,46.351,32.855,0,112.8,0.13618
0.475,2.7226,0,10.459,13.11,0,44.271,46.469,32.864,0,112.83,0.13652
0.476,2.7357,0,10.503,13.143,0,44.384,46.586,32.873,0,112.86,0.13687
0.477,2.7489,0,10.548,13.175,0,44.497,46.704,32.882,0,112.9,0.13721
0.478,2.762,0,10.592,13.208,0,44.61,46.822,32.89,0,112.93,0.13756
0.479,2.7753,0,10.637,13.241,0,44.723,46.94,32.899,0,112.96,0.13791
0.48,2.7885,0,10.682,13.274,0,44.836,47.058,32.908,0,112.99,0.13825
0.481,2.8018,0,10.727,13.307,0,44.949,47.176,32.917,0,113.03,0.1386
0.482,2.8151,0,10.772,13.34,0,45.062,47.294,32.926,0,113.06,0.13895
0.483,2.8285,0,10.817,13.373,0,45.175,47.412,32.935,0,113.09,0.1393
0.484,2.8419,0,10.862,13.406,0,45.288,47.53,32.944,0,113.13,0.13964
0.485,2.8553,0,10.907,13.439,0,45.401,47.649,32.952,0,113.16,0.13999
0.486,2.8688,0,10.953,13.472,0,45.514,47.767,32.961,0,113.19,0.14034
0.487,2.8823,0,10.998,13.505,0,45.627,47.885,32.97,0,113.23,0.14068
0.488,2.8958,0,11.044,13.538,0,45.741,48.003,32.979,0,113.26,0.14103
0.489,2.9093,0,11.09,13.571,0,45.854,48.122,32.988,0,113.29,0.14138
0.49,2.9229,0,11.136,13.604,0,45.967,48.24,32.997,0,113.32,0.14173
0.491,2.9365,0,11.182,13.637,0,46.081,48.358,33.005,0,113.36,0.14208
0.492,2.9502,0,11.228,13.67,0,46.194,48.477,33.014,0,113.39,0.14242
0.493,2.9639,0,11.274,13.703,0,46.307,48.595,33.023,0,113.42,0.14277
0.494,2.9776,0,11.321,13.736,0,46.421,48.714,33.032,0,113.46,0.14312
0.495,2.9914,0,11.367,13.769,0,46.534,48.832,33.041,0,113.49,0.14347
0.496,3.0051,0,11.414,13.802,0,46.648,48.951,33.05,0,113.52,0.14382
0.497,3.019,0,11.46,13.835,0,46.761,49.069,33.059,0,113.56,0.14416
0.498,3.0328,0,11.507,13.868,0,46.875,49.188,33.067,0,113.59,0.14451
0.499,3.0467,0,11.554,13.901,0,46.988,49.306,33.076,0,113.62,0.14486
0.5,3.0606,0,11.601,13.934,0,47.102,49.425,33.085,0,113.65,0.14521
0.501,3.0746,0,11.648,13.967,0,47.216,49.544,33.094,0,113.69,0.14556
0.502,3.0885,0,11.696,14,0,47.33,49.663,33.103,0,113.72,0.14591
0.503,3.1026,0,11.743,14.033,0,47.443,49.781,33.112,0,113.75,0.14626
0.504,3.1166,0,11.791,14.066,0,47.557,49.9,33.12,0,113.79,0.14661
0.505,3.1307,0,11.838,14.1,0,47.671,50.019,33.129,0,113.82,0.14696
0.506,3.1448,0,11.886,14.133,0,47.785,50.138,33.138,0,113.85,0.1473
0.507,3.159,0,11.934,14.166,0,47.899,50.257,33.147,0,113.89,0.14765
0.508,3.1731,0,11.982,14.199,0,48.012,50.376,33.156,0,113.92,0.148
0.509,3.1874,0,12.03,14.232,0,48.126,50.495,33.165,0,113.95,0.14835
0.51,3.2016,0,12.078,14.265,0,48.24,50.614,33.173,0,113.98,0.1487
0.511,3.2159,0,12.126,14.299,0,48.354,50.733,33.182,0,114.02,0.14905
0.512,3.2302,0,12.175,14.332,0,48.468,50.852,33.191,0,114.05,0.1494
0.513,3.2445,0,12.223,14.365,0,48.582,50.971,33.2,0,114.08,0.14975
0.514,3.2589,0,12.272,14.398,0,48.697,51.09,33.209,0,114.12,0.1501
0.515,3.2733,0,12.321,14.431,0,48.811,51.209,33.218,0,114.15,0.15045
0.516,3.2878,0,12.369,14.465,0,48.925,51.328,33.227,0,114.18,0.1508
0.517,3.3023,0,12.418,14.498,0,49.039,51.448,33.235,0,114.22,0.15115
0.518,3.3168,0,12.467,14.531,0,49.153,51.567,33.244,0,114.25,0.1515
0.519,3.3313,0,12.517,14.564,0,49.268,51.686,33.253,0,114.28,0.15186
0.52,3.3459,0,12.566,14.598,0,49.382,51.806,33.262,0,114.31,0.15221
0.521,3.3605,0,12.615,14.631,0,49.496,51.925,33.271,0,114.35,0.15256
0.522,3.3752,0,12.665,14.664,0,49.611,52.044,33.28,0,114.38,0.15291
0.523,3.3899,0,12.715,14.697,0,49.725,52.164,33.288,0,114.41,0.15326
0.524,3.4046,0,12.764,14.731,0,49.839,52.283,33.297,0,114.45,0.15361
0.525,3.4193,0,12.814,14.764,0,49.954,52.403,33.306,0,114.48,0.15396
0.526,3.4341,0,12.864,14.797,0,50.068,52.522,33.315,0,114.51,0.15431
0.527,3.4489,0,12.915,14.831,0,50.183,52.642,33.324,0,114.55,0.15466
0.528,3.4638,0,12.965,14.864,0,50.297,52.762,33.333,0,114.58,0.15502
0.529,3.4786,0,13.015,14.897,0,50.412,52.881,33.341,0,114.61,0.15537
0.53,3.4936,0,13.066,14.931,0,50.527,53.001,33.35,0,114.64,0.15572
0.531,3.5085,0,13.116,14.964,0,50.641,53.121,33.359,0,114.68,0.15607
0.532,3.5235,0,13.167,14.997,0,50.756,53.24,33.367,0,114.71,0.15642
0.533,3.5385,0,13.218,15.031,0,50.871,53.36,33.376,0,114.74,0.15677
0.534,3.5535,0,13.269,15.064,0,50.985,53.48,33.385,0,114.77,0.15713
0.535,3.5686,0,13.32,15.097,0,51.1,53.6,33.394,0,114.81,0.15748
0.536,3.5837,0,13.371,15.131,0,51.215,53.72,33.402,0,114.84,0.15783
0.537,3.5989,0,13.422,15.164,0,51.33,53.84,33.411,0,114.87,0.15818
0.538,3.6141,0,13.473,15.198,0,51.445,53.96,33.42,0,114.9,0.15854
0.539,3.6293,0,13.525,15.231,0,51.56,54.08,33.429,0,114.94,0.15889
0.54,3.6445,0,13.577,15.265,0,51.675,54.2,33.437,0,114.97,0.15924
0.541,3.6598,0,13.628,15.298,0,51.79,54.32,33.446,0,115,0.15959
0.542,3.6751,0,13.68,15.331,0,51.905,54.44,33.455,0,115.03,0.15995
0.543,3.6905,0,13.732,15.365,0,52.02,54.56,33.463,0,115.07,0.1603
0.544,3.7059,0,13.784,15.398,0,52.135,54.68,33.472,0,115.1,0.16065
0.545,3.7213,0,13.836,15.432,0,52.25,54.8,33.481,0,115.13,0.16101
0.546,3.7367,0,13.889,15.465,0,52.365,54.921,33.49,0,115.16,0.16136
0.547,3.7522,0,13.941,15.499,0,52.48,55.041,33.498,0,115.2,0.16171
0.548,3.7677,0,13.994,15.532,0,52.596,55.161,33.507,0,115.23,0.16207
0.549,3.7833,0,14.046,15.566,0,52.711,55.282,33.516,0,115.26,0.16242
0.55,3.7988,0,14.099,15.599,0,52.826,55.402,33.524,0,115.29,0.16277
0.551,3.8145,0,14.152,15.633,0,52.941,55.522,33.533,0,115.33,0.16313
0.552,3.8301,0,14.205,15.666,0,53.057,55.643,33.542,0,115.36,0.16348
0.553,3.8458,0,14.258,15.7,0,53.172,55.763,33.551,0,115.39,0.16384
0.554,3.8615,0,14.311,15.733,0,53.288,55.884,33.559,0,115.43,0.16419
0.555,3.8773,0,14.365,15.767,0,53.403,56.004,33.568,0,115.46,0.16454
0.556,3.893,0,14.418,15.801,0,53.518,56.125,33.577,0,115.49,0.1649
0.557,3.9089,0,14.472,15.834,0,53.634,56.245,33.585,0,115.52,0.16525
0.558,3.9247,0,14.525,15.868,0,53.749,56.366,33.594,0,115.56,0.16561
0.559,3.9406,0,14.579,15.901,0,53.865,56.487,33.603,0,115.59,0.16596
0.56,3.9565,0,14.633,15.935,0,53.981,56.607,33.612,0,115.62,0.16632
0.561,3.9725,0,14.687,15.969,0,54.096,56.728,33.62,0,115.65,0.16667
0.562,3.9885,0,14.741,16.002,0,54.212,56.849,33.629,0,115.69,0.16703
0.563,4.0045,0,14.796,16.036,0,54.328,56.97,33.638,0,115.72,0.16738
0.564,4.0205,0,14.85,16.07,0,54.443,57.09,33.646,0,115.75,0.16774
0.565,4.0366,0,14.904,16.103,0,54.559,57.211,33.655,0,115.78,0.16809
0.566,4.0527,0,14.959,16.137,0,54.675,57.332,33.664,0,115.82,0.16845
0.567,4.0689,0,15.014,16.171,0,54.791,57.453,33.673,0,115.85,0.1688
0.568,4.0851,0,15.069,16.204,0,54.907,57.574,33.681,0,115.88,0.16916
0.569,4.1013,0,15.124,16.238,0,55.023,57.695,33.69,0,115.91,0.16951
0.57,4.1176,0,15.179,16.272,0,55.138,57.816,33.699,0,115.94,0.16987
0.571,4.1338,0,15.234,16.305,0,55.254,57.937,33.707,0,115.98,0.17023
0.572,4.1502,0,15.289,16.339,0,55.37,58.058,33.716,0,116.01,0.17058
0.573,4.1665,0,15.345,16.373,0,55.486,58.179,33.725,0,116.04,0.17094
0.574,4.1829,0,15.4,16.406,0,55.603,58.301,33.733,0,116.07,0.17129
0.575,4.1993,0,15.456,16.44,0,55.719,58.422,33.742,0,116.11,0.17165
0.576,4.2158,0,15.512,16.474,0,55.835,58.543,33.751,0,116.14,0.17201
0.577,4.2323,0,15.568,16.508,0,55.951,58.664,33.76,0,116.17,0.17236
0.578,4.2488,0,15.624,16.541,0,56.067,58.786,33.768,0,116.2,0.17272
0.579,4.2654,0,15.68,16.575,0,56.183,58.907,33.777,0,116.24,0.17308
0.58,4.282,0,15.736,16.609,0,56.3,59.028,33.786,0,116.27,0.17343
0.581,4.2986,0,15.792,16.643,0,56.416,59.15,33.794,0,116.3,0.17379
0.582,4.3152,0,15.849,16.677,0,56.532,59.271,33.803,0,116.33,0.17415
0.583,4.3319,0,15.905,16.71,0,56.649,59.393,33.812,0,116.37,0.1745
0.584,4.3487,0,15.962,16.744,0,56.765,59.514,33.82,0,116.4,0.17486
0.585,4.3654,0,16.019,16.778,0,56.881,59.636,33.829,0,116.43,0.17522
0.586,4.3822,0,16.076,16.812,0,56.998,59.757,33.838,0,116.46,0.17557
0.587,4.399,0,16.133,16.846,0,57.114,59.879,33.846,0,116.5,0.17593
0.588,4.4159,0,16.19,16.88,0,57.231,60,33.855,0,116.53,0.17629
0.589,4.4328,0,16.247,16.913,0,57.347,60.122,33.864,0,116.56,0.17665
0.59,4.4497,0,16.305,16.947,0,57.464,60.244,33.873,0,116.59,0.17701
0.591,4.4667,0,16.362,16.981,0,57.581,60.365,33.881,0,116.63,0.17736
0.592,4.4837,0,16.42,17.015,0,57.697,60.487,33.89,0,116.66,0.17772
0.593,4.5007,0,16.478,17.049,0,57.814,60.609,33.899,0,116.69,0.17808
0.594,4.5178,0,16.535,17.083,0,57.931,60.731,33.907,0,116.72,0.17844
0.595,4.5349,0,16.593,17.117,0,58.047,60.853,33.916,0,116.76,0.1788
0.596,4.552,0,16.652,17.151,0,58.164,60.975,33.925,0,116.79,0.17915
0.597,4.5692,0,16.71,17.185,0,58.281,61.097,33.933,0,116.82,0.17951
0.598,4.5864,0,16.768,17.219,0,58.398,61.219,33.942,0,116.85,0.17987
0.599,4.6036,0,16.827,17.252,0,58.515,61.341,33.951,0,116.89,0.18023
0.6,4.6209,0,16.885,17.286,0,58.631,61.463,33.959,0,116.92,0.18059
