0.93125,0.12273,212.2,0.33483,0.50124,0.50127,0.019255,0.043457,-4.4292e-4,0,0,0,0,0.0045458
0.98125,0.11522,212.3,0.35616,0.50279,0.50281,0.018094,0.049541,4.8959e-4,0,0,0,0,-0.0040161
1.0313,0.3725,211.55,0.37752,0.50446,0.50468,0.059346,0.15196,1.1398e-4,0,0,0,0,-0.0032114
1.0813,0.55622,211.06,0.39902,0.50628,0.50675,0.089565,0.22589,2.3279e-4,0,0,0,0,-0.0022374
1.1313,0.70069,210.7,0.42059,0.50823,0.50898,0.11381,0.28508,-4.9701e-4,0,0,0,0,-0.0013033
1.1813,0.73558,210.69,0.44232,0.51032,0.51115,0.11988,0.30114,3.137e-4,0,0,0,0,-5.4734e-4
1.2313,0.72981,210.81,0.46405,0.51254,0.51336,0.11912,0.30247,4.8326e-4,0,0,0,0,-1.1738e-4
1.2813,0.69531,211.01,0.48563,0.51487,0.51562,0.1135,0.29236,-2.5153e-4,0,0,0,0,2.8233e-6
1.3313,0.58003,211.47,0.50714,0.51731,0.51784,0.094334,0.24819,2.6843e-4,0,0,0,0,1.7253e-4
1.3813,0.37646,212.23,0.52863,0.51988,0.52011,0.060739,0.16395,-3.8419e-4,0,0,0,0,4.7651e-4
1.4313,0.11421,213.21,0.55008,0.52256,0.52258,0.018227,0.050338,-2.1904e-5,0,0,0,0,6.7438e-4
1.4813,0.12863,213.31,0.57141,0.52535,0.52538,0.02059,0.05871,-4.5841e-4,0,0,0,0,-6.0708e-4
1.5313,0.34384,212.8,0.59266,0.52825,0.52844,0.055762,0.15704,2.8065e-4,0,0,0,0,-3.3725e-4
1.5813,0.49463,212.51,0.6138,0.53125,0.53164,0.08101,0.22717,-3.7501e-4,0,0,0,0,-5.7173e-5
1.6313,0.55001,212.54,0.63482,0.53434,0.53483,0.090553,0.25686,-2.7243e-4,0,0,0,0,3.44e-5
1.6813,0.40637,213.19,0.65546,0.53749,0.53776,0.066611,0.19283,3.0587e-4,0,0,0,0,3.5698e-4
1.7313,0.14646,214.23,0.67582,0.54071,0.54075,0.023767,0.070187,2.7904e-4,0,0,0,0,6.7194e-4
1.7813,0.10133,214.6,0.69605,0.54402,0.54403,0.016453,0.050445,-3.263e-4,0,0,0,0,-6.5383e-4
1.8313,0.30158,214.19,0.71604,0.54739,0.54754,0.049593,0.15138,-4.7894e-4,0,0,0,0,-3.4288e-4
1.8813,0.37888,214.18,0.7357,0.5508,0.55104,0.062721,0.19143,-2.8217e-4,0,0,0,0,-4.4762e-5
1.9313,0.3231,214.6,0.755,0.55425,0.55443,0.053504,0.16637,7.3907e-5,0,0,0,0,2.897e-5
1.9813,0.18929,215.27,0.77381,0.55771,0.55777,0.031237,0.099559,1.9123e-5,0,0,0,0,2.0097e-4
2.0313,0.014542,216.09,0.79228,0.56119,0.56119,0.0023869,0.0084418,-3.0807e-4,0,0,0,0,-2.9615e-4
2.0813,0.20285,215.73,0.81039,0.56469,0.56476,0.033707,0.11025,3.8309e-4,0,0,0,0,-1.5379e-4
2.1313,0.27462,215.75,0.82806,0.56818,0.56832,0.045937,0.15067,-4.4472e-4,0,0,0,0,-5.1685e-6
2.1813,0.21647,216.18,0.8453,0.57168,0.57176,0.036224,0.12066,-8.5643e-5,0,0,0,0,6.5871e-5
2.2313,0.060459,216.94,0.8621,0.57515,0.57516,0.010075,0.034129,2.5174e-4,0,0,0,0,1.9702e-4
2.2813,0.097137,217.07,0.87853,0.57862,0.57864,0.016268,0.056387,3.2598e-5,0,0,0,0,-1.6039e-4
2.3313,0.20078,216.98,0.89447,0.58206,0.58213,0.033903,0.11694,-4.8305e-5,0,0,0,0,-3.0241e-5
2.3812,0.1868,217.27,0.90997,0.58461,0.58467,0.031625,0.11081,-7.02e-5,0,0,0,0,1.8027e-5
2.4312,0.044762,217.97,0.92516,0.58672,0.58672,0.0075524,0.026656,2.7318e-4,0,0,0,0,1.0311e-4
2.4812,0.090183,218.06,0.93991,0.58884,0.58886,0.015298,0.054625,-3.1e-5,0,0,0,0,-6.9585e-5
2.5312,0.16438,218.04,0.95435,0.59099,0.59104,0.028068,0.10098,3.3897e-4,0,0,0,0,-2.3021e-6
2.5812,0.13099,218.37,0.96847,0.59316,0.59319,0.022399,0.081626,-4.756e-4,0,0,0,0,4.7544e-5
2.6312,0.018108,218.95,0.98225,0.59534,0.59534,0.0030885,0.011303,-4.7529e-4,0,0,0,0,1.1847e-4
2.6812,0.10125,218.87,0.99565,0.59752,0.59754,0.017381,0.064988,-2.3712e-4,0,0,0,0,-6.8897e-5
2.7312,0.12454,218.96,1.0081,0.60724,0.60727,0.021451,0.080734,3.9903e-4,0,0,0,0,-1.0528e-6
2.7812,0.071616,219.26,1.0174,0.61716,0.61717,0.012324,0.046788,-1.3306e-4,0,0,0,0,2.1824e-5
2.8312,0.029414,219.47,1.0233,0.62222,0.62222,0.0050566,0.019317,3.5408e-4,0,0,0,0,-3.7398e-5
2.8812,0.087514,219.31,1.0258,0.62398,0.62399,0.015091,0.057413,1.9905e-4,0,0,0,0,-4.032e-6
2.9312,0.078337,219.33,1.0252,0.62356,0.62358,0.013502,0.051069,4.2864e-4,0,0,0,0,9.521e-6
2.9812,0.032751,219.44,1.0216,0.62107,0.62107,0.0056295,0.021298,-9.2646e-5,0,0,0,0,4.1772e-5
3.0312,0.047953,219.3,1.0148,0.61446,0.61446,0.0082395,0.031332,-1.7822e-4,0,0,0,0,-3.9205e-5
3.0812,0.078815,219.11,1.0078,0.60689,0.6069,0.013546,0.051976,4.7285e-4,0,0,0,0,-3.8957e-6
3.1312,0.051503,219.1,1.0009,0.59949,0.59949,0.0088293,0.033394,-4.0174e-4,0,0,0,0,3.5498e-6
3.1812,0.0021946,219.17,0.99402,0.5973,0.5973,3.7489e-4,0.0013547,-3.0108e-4,0,0,0,0,1.106e-5
3.2312,0.069057,218.85,0.98737,0.59622,0.59623,0.011819,0.045049,8.53e-5,0,0,0,0,-3.092e-6
3.2812,0.084505,218.71,0.98082,0.59517,0.59518,0.014454,0.055074,-3.6355e-4,0,0,0,0,9.7482e-6
3.3312,0.048069,218.73,0.97439,0.59416,0.59416,0.0081973,0.031107,4.6076e-4,0,0,0,0,4.6582e-5
3.3812,0.01592,218.74,0.96806,0.59317,0.59317,0.0027072,0.01051,-3.5135e-5,0,0,0,0,-6.2159e-5
3.4312,0.073126,218.46,0.96177,0.5922,0.59221,0.012452,0.04656,3.2686e-5,0,0,0,0,-2.8827e-5
3.4812,0.08454,218.32,0.95552,0.59126,0.59127,0.014385,0.054182,2.951e-4,0,0,0,0,-8.8475e-7
3.5312,0.028121,218.41,0.9494,0.59034,0.59034,0.0047659,0.017991,-2.8971e-4,0,0,0,0,5.7793e-6
3.5812,0.023953,218.33,0.94327,0.58944,0.58944,0.0040533,0.014754,-7.1014e-5,0,0,0,0,-4.8254e-6
3.6312,0.057376,218.12,0.93722,0.58856,0.58856,0.0097118,0.036008,1.6635e-4,0,0,0,0,-2.2775e-8
3.6812,0.064883,218,0.9313,0.58771,0.58771,0.010972,0.040555,-4.4653e-4,0,0,0,0,9.9788e-6
3.7312,0.024543,218.04,0.92542,0.58687,0.58687,0.0041372,0.015452,1.91e-4,0,0,0,0,3.2292e-5
3.7812,0.021584,217.96,0.91964,0.58606,0.58607,0.0036333,0.01374,3.7779e-4,0,0,0,0,-3.1986e-5
3.8312,0.064072,217.73,0.91387,0.58527,0.58528,0.010794,0.040559,-2.631e-4,0,0,0,0,-1.332e-5
3.8812,0.071235,217.61,0.90814,0.58449,0.5845,0.01199,0.0442,2.1189e-4,0,0,0,0,0
3.9312,0.034727,217.64,0.90249,0.58373,0.58374,0.0058278,0.021569,1.5588e-4,0,0,0,0,6.9827e-6
3.9812,0.02659,217.58,0.89692,0.58274,0.58274,0.0044553,0.016104,-1.3847e-5,0,0,0,0,-8.6606e-6
4.0312,0.079252,217.32,0.89147,0.58156,0.58157,0.013297,0.049213,1.2689e-4,0,0,0,0,-1.161e-7
4.0812,0.092021,217.2,0.88612,0.58041,0.58042,0.015432,0.056406,2.1267e-4,0,0,0,0,1.5111e-5
4.1312,0.044979,217.27,0.88079,0.57927,0.57927,0.0075176,0.027644,-2.245e-4,0,0,0,0,5.4734e-5
4.1812,0.035771,217.22,0.87548,0.57814,0.57814,0.0059697,0.021794,-1.1215e-4,0,0,0,0,-5.9624e-5
4.2312,0.077043,217.01,0.87028,0.57705,0.57706,0.012869,0.047124,4.8462e-4,0,0,0,0,-2.3294e-5
4.2812,0.087973,216.89,0.86509,0.57596,0.57597,0.014687,0.053451,3.364e-4,0,0,0,0,-1.3574e-6
4.3312,0.036616,216.98,0.86002,0.5749,0.57491,0.0060921,0.022725,-1.0316e-4,0,0,0,0,4.2157e-6
4.3812,0.026565,216.94,0.85499,0.57386,0.57387,0.0044134,0.015698,4.9681e-4,0,0,0,0,-4.2373e-6
4.4312,0.061102,216.75,0.84997,0.57283,0.57284,0.010158,0.036716,-3.9205e-4,0,0,0,0,0
4.4812,0.057581,216.69,0.84499,0.57182,0.57182,0.009562,0.035284,1.4818e-4,0,0,0,0,7.2789e-6
4.5312,0.027131,216.72,0.84006,0.57082,0.57082,0.0044945,0.016036,5.2073e-5,0,0,0,0,2.098e-5
4.5812,0.046084,216.59,0.83506,0.56981,0.56981,0.0076343,0.028204,-4.2157e-4,0,0,0,0,-2.0244e-5
4.6312,0.081497,216.4,0.83015,0.56882,0.56884,0.013511,0.048471,7.8042e-5,0,0,0,0,-1.8693e-6
4.6812,0.027198,216.51,0.82548,0.5679,0.5679,0.0044935,0.016431,1.9398e-4,0,0,0,0,1.6888e-6
4.7312,0.020805,216.46,0.82081,0.56697,0.56697,0.0034333,0.012412,-2.8268e-4,0,0,0,0,-1.2278e-6
4.7812,0.055281,216.29,0.81617,0.56606,0.56606,0.0091301,0.03254,-4.2919e-4,0,0,0,0,1.3607e-7
4.8312,0.04067,216.27,0.8115,0.56515,0.56515,0.0067066,0.024556,-3.568e-4,0,0,0,0,7.4768e-6
4.8812,0.0099482,216.3,0.80687,0.56425,0.56425,0.0016367,0.005877,4.4689e-4,0,0,0,0,1.3206e-5
4.9312,8.9711e-4,216.27,0.80238,0.56338,0.56338,1.4741e-4,2.7461e-4,-1.7725e-4,0,0,0,0,-1.2936e-5
4.9812,0.01344,216.17,0.79792,0.56253,0.56253,0.002208,0.0077939,1.5609e-4,0,0,0,0,-1.2831e-5
5.0312,0.016413,216.1,0.79351,0.56169,0.56169,0.0026947,0.010148,-1.4737e-4,0,0,0,0,-8.5346e-6
5.0812,0.050247,215.93,0.789,0.56083,0.56084,0.0082572,0.029187,3.4099e-6,0,0,0,0,-3.8112e-6
5.1312,0.071866,215.8,0.7845,0.55998,0.55999,0.011813,0.041995,-4.9495e-4,0,0,0,0,4.0571e-7
5.1812,0.017761,215.91,0.78021,0.55918,0.55918,0.0029098,0.0099704,8.171e-5,0,0,0,0,7.4574e-6
5.2312,0.029606,215.82,0.77591,0.55838,0.55838,0.0048496,0.017066,-5.9788e-5,0,0,0,0,-4.9062e-6
5.2812,0.050562,215.69,0.77161,0.55759,0.55759,0.0082849,0.029832,2.9753e-5,0,0,0,0,-5.2531e-7
5.3312,0.061708,215.6,0.76739,0.55681,0.55682,0.01011,0.035987,1.2877e-4,0,0,0,0,1.9677e-6
5.3812,0.098794,215.43,0.76339,0.55608,0.5561,0.016204,0.05754,2.3173e-4,0,0,0,0,1.7001e-5
5.4312,0.054177,215.52,0.75928,0.55533,0.55534,0.0088609,0.031244,-4.1646e-5,0,0,0,0,5.794e-5
5.4812,0.022049,215.57,0.75515,0.55459,0.55459,0.0035982,0.013058,-4.1848e-5,0,0,0,0,-6.4262e-5
5.5312,0.076873,215.34,0.75108,0.55386,0.55387,0.01257,0.044941,-4.6742e-4,0,0,0,0,-3.9385e-5
5.5812,0.088293,215.26,0.7471,0.55315,0.55316,0.014437,0.0515,-5.1929e-5,0,0,0,0,-9.5728e-6
5.6312,0.082597,215.22,0.74309,0.55243,0.55245,0.013493,0.047365,1.6169e-4,0,0,0,0,-2.2446e-8
5.6812,0.0090624,215.42,0.73926,0.55176,0.55176,0.0014742,0.0055524,-6.698e-5,0,0,0,0,3.7314e-6
5.7312,0.042847,215.26,0.73538,0.55108,0.55108,0.0069775,0.024834,-4.5568e-4,0,0,0,0,-8.4563e-7
5.7812,0.078745,215.09,0.73154,0.55041,0.55042,0.012839,0.045527,-3.9814e-4,0,0,0,0,9.9273e-7
5.8312,0.082853,215.03,0.72772,0.54975,0.54976,0.013503,0.047961,-3.5905e-4,0,0,0,0,1.6455e-5
5.8812,0.058485,215.07,0.72393,0.54909,0.5491,0.0095149,0.03333,-4.9251e-4,0,0,0,0,4.1829e-5
5.9312,0.0019315,215.21,0.72012,0.54844,0.54844,3.1318e-4,0.0011016,-2.6158e-4,0,0,0,0,5.9253e-5
5.9812,0.06711,214.95,0.71629,0.54779,0.5478,0.01091,0.03811,4.1468e-4,0,0,0,0,-4.3831e-5
6.0312,0.11309,214.75,0.71248,0.54714,0.54716,0.018417,0.064877,2.0672e-4,0,0,0,0,-1.2866e-5
6.0812,0.10571,214.73,0.70876,0.54651,0.54653,0.0172,0.060768,-4.1053e-4,0,0,0,0,5.6097e-8
6.1312,0.028446,214.94,0.70519,0.54592,0.54592,0.0046083,0.016495,4.4528e-4,0,0,0,0,7.3154e-6
6.1812,0.037577,214.87,0.70158,0.54532,0.54532,0.0060871,0.021694,-4.7013e-4,0,0,0,0,-5.4454e-6
6.2312,0.094461,214.65,0.69803,0.54473,0.54474,0.015337,0.053741,-4.768e-4,0,0,0,0,-9.7297e-8
6.2812,0.12733,214.5,0.69453,0.54415,0.54418,0.020696,0.07205,-3.6196e-4,0,0,0,0,1.1474e-5
6.3312,0.096116,214.56,0.69097,0.54357,0.54359,0.015591,0.0543,8.8845e-6,0,0,0,0,5.1637e-5
6.3812,0.013117,214.79,0.68736,0.54298,0.54298,0.0021179,0.007383,3.3371e-4,0,0,0,0,8.2092e-5
6.4312,0.060938,214.59,0.6838,0.54241,0.54241,0.0098578,0.034919,4.9203e-4,0,0,0,0,-6.7545e-5
6.4812,0.10395,214.42,0.6803,0.54184,0.54186,0.016844,0.058821,1.0971e-4,0,0,0,0,-3.1692e-5
6.5312,0.10424,214.38,0.67686,0.54129,0.54131,0.016883,0.058322,2.9675e-4,0,0,0,0,-5.3127e-6
6.5812,0.056585,214.5,0.67351,0.54076,0.54076,0.0091388,0.032277,2.7236e-5,0,0,0,0,8.0402e-8
6.6312,0.023779,214.57,0.67009,0.54022,0.54022,0.0038324,0.013026,-1.139e-4,0,0,0,0,1.7144e-6
6.6812,0.0056952,214.59,0.66666,0.53968,0.53968,9.1662e-4,0.002716,1.5473e-4,0,0,0,0,-2.813e-6
6.7312,0.0076167,214.55,0.66317,0.53913,0.53913,0.0012254,0.0047392,4.5814e-4,0,0,0,0,-1.6331e-6
6.7812,0.028716,214.44,0.65978,0.5386,0.5386,0.0046229,0.01609,4.4648e-4,0,0,0,0,-1.0129e-6
6.8312,0.090851,214.21,0.65657,0.53811,0.53812,0.014664,0.050841,2.3326e-4,0,0,0,0,4.1167e-7
6.8812,0.13941,214.02,0.65343,0.53762,0.53766,0.022548,0.077714,-4.3664e-4,0,0,0,0,1.6993e-5
6.9312,0.13965,213.98,0.65028,0.53714,0.53717,0.022578,0.078193,-6.7005e-5,0,0,0,0,6.9486e-5
6.9812,0.06744,214.19,0.64703,0.53665,0.53665,0.01086,0.03764,1.3478e-4,0,0,0,0,1.3516e-4
7.0312,0.012422,214.33,0.64382,0.53616,0.53616,0.0019939,0.0067967,-5.0333e-5,0,0,0,0,-1.5125e-4
7.0812,0.061931,214.14,0.64071,0.53569,0.5357,0.0099616,0.034153,-3.7854e-5,0,0,0,0,-1.2621e-4
7.1312,0.097642,213.99,0.6376,0.53523,0.53524,0.015728,0.05443,-2.8934e-4,0,0,0,0,-8.1469e-5
7.1812,0.086427,214,0.63459,0.53478,0.53479,0.013908,0.04804,-3.3636e-4,0,0,0,0,-3.9348e-5
7.2312,0.068841,214.03,0.63154,0.53433,0.53433,0.011064,0.03787,-2.7384e-4,0,0,0,0,-1.8257e-5
7.2812,0.031097,214.12,0.62853,0.53388,0.53388,0.0049867,0.017736,2.6034e-4,0,0,0,0,-7.5567e-6
7.3312,0.0081199,214.17,0.62548,0.53343,0.53344,0.0013001,0.0046605,-1.612e-4,0,0,0,0,-5.754e-6
7.3812,0.012851,214.12,0.62234,0.53298,0.53298,0.0020574,0.0067264,2.04e-4,0,0,0,0,-4.6826e-6
7.4312,0.0010834,214.13,0.61928,0.53253,0.53253,1.7328e-4,5.6655e-4,1.5939e-4,0,0,0,0,-9.0235e-7
7.4812,0.0046167,214.09,0.61618,0.53209,0.53209,7.3823e-4,0.0020685,3.4604e-4,0,0,0,0,-3.7474e-6
7.5312,0.0016236,214.08,0.61312,0.53165,0.53165,2.5948e-4,6.6941e-4,1.8217e-4,0,0,0,0,-2.9173e-6
7.5812,0.0082447,214.03,0.61009,0.53122,0.53122,0.0013176,0.0040566,3.4755e-4,0,0,0,0,3.7465e-6
7.6312,0.0019828,214.02,0.60703,0.53078,0.53078,3.1666e-4,0.00144,-3.7222e-4,0,0,0,0,-4.3506e-6
7.6812,0.034624,213.89,0.60413,0.53038,0.53038,0.0055368,0.019099,3.2145e-5,0,0,0,0,5.0752e-6
7.7312,0.023902,213.9,0.60113,0.52995,0.52996,0.0038189,0.012977,4.3051e-4,0,0,0,0,1.1773e-5
7.7812,0.017104,213.89,0.59807,0.52953,0.52953,0.0027308,0.0098084,1.7811e-4,0,0,0,0,-1.1812e-5
7.8312,0.017187,213.87,0.59513,0.52912,0.52912,0.0027432,0.0095276,4.4917e-4,0,0,0,0,-8.1578e-6
7.8812,0.0094761,213.87,0.59229,0.52873,0.52873,0.0015114,0.0049649,2.5369e-4,0,0,0,0,7.4507e-6
7.9312,0.012358,213.84,0.58939,0.52833,0.52833,0.0019707,0.0072062,3.5962e-4,0,0,0,0,9.9666e-6
7.9812,0.035836,213.73,0.58637,0.52792,0.52792,0.0057192,0.019698,-4.0711e-4,0,0,0,0,-9.241e-6
8.0312,0.043724,213.68,0.58345,0.52752,0.52753,0.0069785,0.023641,2.382e-4,0,0,0,0,-3.1628e-6
8.0812,0.0057438,213.79,0.5807,0.52715,0.52715,9.147e-4,0.0030496,-4.8695e-4,0,0,0,0,1.4584e-6
8.1312,0.015461,213.73,0.57785,0.52677,0.52677,0.0024625,0.0079563,3.3763e-4,0,0,0,0,2.9571e-6
8.1812,0.021275,213.69,0.57501,0.52639,0.52639,0.0033885,0.011274,-1.2637e-4,0,0,0,0,4.1814e-6
8.2312,0.037818,213.62,0.57224,0.52603,0.52603,0.0060266,0.0204,-4.4604e-4,0,0,0,0,7.8417e-6
8.2812,0.06239,213.51,0.56953,0.52567,0.52567,0.0099517,0.034436,-4.2337e-4,0,0,0,0,1.5653e-5
8.3312,0.091482,213.4,0.56688,0.52532,0.52534,0.014609,0.049481,8.5133e-5,0,0,0,0,3.3836e-5
8.3812,0.1165,213.3,0.56429,0.52498,0.52501,0.018622,0.06346,-4.919e-4,0,0,0,0,6.9114e-5
8.4312,0.051647,213.49,0.56152,0.52462,0.52463,0.0082264,0.027835,-2.192e-4,0,0,0,0,1.1544e-4
8.4812,0.021472,213.57,0.55875,0.52427,0.52427,0.0034138,0.011558,4.2122e-4,0,0,0,0,-1.1965e-4
8.5312,0.028024,213.53,0.55617,0.52394,0.52394,0.0044559,0.014942,-3.1634e-4,0,0,0,0,-1.0448e-4
8.5812,0.015489,213.55,0.55365,0.52362,0.52362,0.0024605,0.0086297,2.6121e-4,0,0,0,0,-9.5612e-5
8.6312,0.051855,213.41,0.55099,0.52328,0.52328,0.0082505,0.028071,2.6221e-4,0,0,0,0,-8.5755e-5
8.6812,0.069805,213.34,0.54837,0.52295,0.52295,0.011113,0.03839,4.3052e-4,0,0,0,0,-5.948e-5
8.7312,0.056471,213.36,0.54581,0.52263,0.52263,0.0089821,0.030705,-1.6538e-4,0,0,0,0,-3.9554e-5
8.7812,0.046526,213.38,0.54323,0.5223,0.52231,0.0073946,0.02474,4.966e-4,0,0,0,0,-2.6862e-5
8.8312,0.01923,213.45,0.54069,0.52199,0.52199,0.0030513,0.0099465,-3.1546e-4,0,0,0,0,-1.9153e-5
8.8812,0.0068884,213.47,0.53811,0.52167,0.52167,0.0010921,0.0033506,-1.5932e-4,0,0,0,0,-1.7899e-5
8.9312,0.0040627,213.47,0.53554,0.52135,0.52135,6.4382e-4,0.0021009,3.6782e-4,0,0,0,0,1.7325e-5
8.9812,0.031683,213.36,0.53303,0.52105,0.52105,0.0050265,0.017209,-2.526e-4,0,0,0,0,2.0725e-5
9.0312,0.074666,213.21,0.5306,0.52075,0.52076,0.011869,0.040495,-2.8921e-4,0,0,0,0,3.2298e-5
9.0812,0.050471,213.27,0.52802,0.52044,0.52045,0.0080108,0.026926,4.371e-4,0,0,0,0,5.4471e-5
9.1312,0.015111,213.37,0.52544,0.52013,0.52013,0.0023936,0.0079557,2.4245e-7,0,0,0,0,6.3575e-5
9.1812,0.0035431,213.39,0.52294,0.51983,0.51983,5.6074e-4,0.0016884,-4.6379e-4,0,0,0,0,6.535e-5
9.2312,0.037649,213.26,0.52037,0.51953,0.51953,0.0059672,0.020395,-1.3548e-4,0,0,0,0,-6.4035e-5
9.2812,0.033167,213.26,0.51793,0.51924,0.51924,0.0052545,0.01775,-4.9896e-4,0,0,0,0,-4.9303e-5
9.3312,0.037366,213.24,0.51545,0.51895,0.51895,0.0059195,0.019777,3.4559e-4,0,0,0,0,-4.251e-5
9.3812,0.034685,213.23,0.51299,0.51866,0.51866,0.0054928,0.018275,4.5528e-4,0,0,0,0,-3.1893e-5
9.4312,0.02101,213.26,0.51056,0.51838,0.51838,0.0033241,0.011288,-3.3643e-4,0,0,0,0,-2.6395e-5
