time[s],Xcg[m],Xcp[m]
11.162,1.8509,2.1215
11.163,1.8509,2.1214
11.164,1.8509,2.1214
11.165,1.8509,2.1214
11.166,1.8509,2.1214
11.167,1.8509,2.1213
11.168,1.8509,2.1213
11.169,1.8509,2.1213
11.17,1.8509,2.1213
11.171,1.8509,2.1212
11.172,1.8509,2.1212
11.173,1.8509,2.1212
11.174,1.8509,2.1212
11.175,1.8509,2.1211
11.176,1.8509,2.1211
11.177,1.8509,2.1211
11.178,1.8509,2.1211
11.179,1.8509,2.121
11.18,1.8509,2.121
11.181,1.8509,2.121
11.182,1.8509,2.121
11.183,1.8509,2.121
11.184,1.8509,2.121
11.185,1.8509,2.121
11.186,1.8509,2.121
11.187,1.8509,2.121
11.188,1.8509,2.1209
11.189,1.8509,2.1209
11.19,1.8509,2.1209
11.191,1.8509,2.1209
11.192,1.8509,2.1209
11.193,1.8509,2.1209
11.194,1.8509,2.1209
11.195,1.8509,2.1209
11.196,1.8509,2.1209
11.197,1.8509,2.1209
11.198,1.8509,2.1209
11.199,1.8509,2.1209
11.2,1.8509,2.1208
11.201,1.8509,2.1208
11.202,1.8509,2.1208
11.203,1.8509,2.1208
11.204,1.8509,2.1208
11.205,1.8509,2.1208
11.206,1.8509,2.1208
11.207,1.8509,2.1208
11.208,1.8509,2.1208
11.209,1.8509,2.1208
11.21,1.8509,2.1208
11.211,1.8509,2.1208
11.212,1.8509,2.1208
11.213,1.8509,2.1207
11.214,1.8509,2.1207
11.215,1.8509,2.1207
11.216,1.8509,2.1207
11.217,1.8509,2.1207
11.218,1.8509,2.1207
11.219,1.8509,2.1207
11.22,1.8509,2.1207
11.221,1.8509,2.1207
11.222,1.8509,2.1207
11.223,1.8509,2.1207
11.224,1.8509,2.1207
11.225,1.8509,2.1206
11.226,1.8509,2.1206
11.227,1.8509,2.1206
11.228,1.8509,2.1206
11.229,1.8509,2.1206
11.23,1.8509,2.1206
11.231,1.8509,2.1206
11.232,1.8509,2.1206
11.233,1.8509,2.1206
11.234,1.8509,2.1206
11.235,1.8509,2.1206
11.236,1.8509,2.1206
11.237,1.8509,2.1205
11.238,1.8509,2.1205
11.239,1.8509,2.1205
11.24,1.8509,2.1205
11.241,1.8509,2.1205
11.242,1.8509,2.1205
11.243,1.8509,2.1205
11.244,1.8509,2.1205
11.245,1.8509,2.1205
11.246,1.8509,2.1204
11.247,1.8509,2.1204
11.248,1.8509,2.1204
11.249,1.8509,2.1204
11.25,1.8509,2.1204
11.251,1.8509,2.1204
11.252,1.8509,2.1204
11.253,1.8509,2.1204
11.254,1.8509,2.1204
11.255,1.8509,2.1204
11.256,1.8509,2.1204
11.257,1.8509,2.1203
11.258,1.8509,2.1203
11.259,1.8509,2.1203
11.26,1.8509,2.1203
11.261,1.8509,2.1203
11.262,1.8509,2.1203
11.263,1.8509,2.1203
11.264,1.8509,2.1203
11.265,1.8509,2.1203
11.266,1.8509,2.1202
11.267,1.8509,2.1202
11.268,1.8509,2.1202
11.269,1.8509,2.1202
11.27,1.8509,2.1202
11.271,1.8509,2.1202
11.272,1.8509,2.1202
11.273,1.8509,2.1202
11.274,1.8509,2.1202
11.275,1.8509,2.1202
11.276,1.8509,2.1201
11.277,1.8509,2.1201
11.278,1.8509,2.1201
11.279,1.8509,2.1201
11.28,1.8509,2.1201
11.281,1.8509,2.1201
11.282,1.8509,2.1201
11.283,1.8509,2.1201
11.284,1.8509,2.1201
11.285,1.8509,2.12
11.286,1.8509,2.12
11.287,1.8509,2.12
11.288,1.8509,2.12
11.289,1.8509,2.12
11.29,1.8509,2.12
11.291,1.8509,2.1199
11.292,1.8509,2.1199
11.293,1.8509,2.1199
11.294,1.8509,2.1199
11.295,1.8509,2.1199
11.296,1.8509,2.1199
11.297,1.8509,2.1198
11.298,1.8509,2.1198
11.299,1.8509,2.1198
11.3,1.8509,2.1198
11.301,1.8509,2.1198
11.302,1.8509,2.1198
11.303,1.8509,2.1197
11.304,1.8509,2.1197
11.305,1.8509,2.1197
11.306,1.8509,2.1197
11.307,1.8509,2.1197
11.308,1.8509,2.1197
11.309,1.8509,2.1197
11.31,1.8509,2.1196
11.311,1.8509,2.1196
11.312,1.8509,2.1196
11.313,1.8509,2.1196
11.314,1.8509,2.1196
11.315,1.8509,2.1196
11.316,1.8509,2.1195
11.317,1.8509,2.1195
11.318,1.8509,2.1195
11.319,1.8509,2.1195
11.32,1.8509,2.1195
11.321,1.8509,2.1195
11.322,1.8509,2.1194
11.323,1.8509,2.1194
11.324,1.8509,2.1194
11.325,1.8509,2.1194
11.326,1.8509,2.1194
11.327,1.8509,2.1194
11.328,1.8509,2.1193
11.329,1.8509,2.1193
11.33,1.8509,2.1193
11.331,1.8509,2.1193
11.332,1.8509,2.1193
11.333,1.8509,2.1194
11.334,1.8509,2.1194
11.335,1.8509,2.1194
11.336,1.8509,2.1194
11.337,1.8509,2.1195
11.338,1.8509,2.1195
11.339,1.8509,2.1195
11.34,1.8509,2.1196
11.341,1.8509,2.1196
11.342,1.8509,2.1196
11.343,1.8509,2.1196
11.344,1.8509,2.1197
11.345,1.8509,2.1197
11.346,1.8509,2.1197
11.347,1.8509,2.1197
11.348,1.8509,2.1198
11.349,1.8509,2.1198
11.35,1.8509,2.1198
11.351,1.8509,2.1199
11.352,1.8509,2.1199
11.353,1.8509,2.1199
11.354,1.8509,2.1199
11.355,1.8509,2.12
11.356,1.8509,2.12
11.357,1.8509,2.12
11.358,1.8509,2.1201
11.359,1.8509,2.1201
11.36,1.8509,2.1201
11.361,1.8509,2.1201
11.362,1.8509,2.1202
11.363,1.8509,2.1202
11.364,1.8509,2.1202
11.365,1.8509,2.1203
11.366,1.8509,2.1203
11.367,1.8509,2.1203
11.368,1.8509,2.1203
11.369,1.8509,2.1204
11.37,1.8509,2.1204
11.371,1.8509,2.1204
11.372,1.8509,2.1204
11.373,1.8509,2.1205
11.374,1.8509,2.1205
11.375,1.8509,2.1205
11.376,1.8509,2.1206
11.377,1.8509,2.1206
11.378,1.8509,2.1206
11.379,1.8509,2.1206
11.38,1.8509,2.1207
11.381,1.8509,2.1207
11.382,1.8509,2.1208
11.383,1.8509,2.1208
11.384,1.8509,2.1209
11.385,1.8509,2.121
11.386,1.8509,2.1211
11.387,1.8509,2.1211
11.388,1.8509,2.1212
11.389,1.8509,2.1213
11.39,1.8509,2.1213
11.391,1.8509,2.1214
11.392,1.8509,2.1215
11.393,1.8509,2.1216
11.394,1.8509,2.1216
11.395,1.8509,2.1217
11.396,1.8509,2.1218
11.397,1.8509,2.1219
11.398,1.8509,2.1219
11.399,1.8509,2.122
11.4,1.8509,2.1221
11.401,1.8509,2.1221
11.402,1.8509,2.1222
11.403,1.8509,2.1223
11.404,1.8509,2.1224
11.405,1.8509,2.1224
11.406,1.8509,2.1225
11.407,1.8509,2.1226
11.408,1.8509,2.1226
11.409,1.8509,2.1227
11.41,1.8509,2.1228
11.411,1.8509,2.1229
11.412,1.8509,2.1229
11.413,1.8509,2.123
11.414,1.8509,2.1231
11.415,1.8509,2.1231
11.416,1.8509,2.1232
11.417,1.8509,2.1233
11.418,1.8509,2.1234
11.419,1.8509,2.1234
11.42,1.8509,2.1235
11.421,1.8509,2.1236
11.422,1.8509,2.1237
11.423,1.8509,2.1237
11.424,1.8509,2.1238
11.425,1.8509,2.1239
11.426,1.8509,2.1239
11.427,1.8509,2.124
11.428,1.8509,2.1241
11.429,1.8509,2.1242
11.43,1.8509,2.1242
11.431,1.8509,2.1243
11.432,1.8509,2.1244
11.433,1.8509,2.1244
11.434,1.8509,2.1245
11.435,1.8509,2.1245
11.436,1.8509,2.1246
11.437,1.8509,2.1246
11.438,1.8509,2.1247
11.439,1.8509,2.1247
11.44,1.8509,2.1248
11.441,1.8509,2.1249
11.442,1.8509,2.1249
11.443,1.8509,2.125
11.444,1.8509,2.125
11.445,1.8509,2.1251
11.446,1.8509,2.1251
11.447,1.8509,2.1252
11.448,1.8509,2.1253
11.449,1.8509,2.1253
11.45,1.8509,2.1254
11.451,1.8509,2.1254
11.452,1.8509,2.1255
11.453,1.8509,2.1255
11.454,1.8509,2.1256
11.455,1.8509,2.1256
11.456,1.8509,2.1257
11.457,1.8509,2.1258
11.458,1.8509,2.1258
11.459,1.8509,2.1259
11.46,1.8509,2.1259
11.461,1.8509,2.126
11.462,1.8509,2.126
11.463,1.8509,2.1261
11.464,1.8509,2.1261
11.465,1.8509,2.1262
11.466,1.8509,2.1263
11.467,1.8509,2.1263
11.468,1.8509,2.1264
11.469,1.8509,2.1264
11.47,1.8509,2.1265
11.471,1.8509,2.1265
11.472,1.8509,2.1266
11.473,1.8509,2.1267
11.474,1.8509,2.1267
11.475,1.8509,2.1268
11.476,1.8509,2.1268
11.477,1.8509,2.1269
11.478,1.8509,2.1269
11.479,1.8509,2.127
11.48,1.8509,2.127
11.481,1.8509,2.1271
11.482,1.8509,2.1271
11.483,1.8509,2.1272
11.484,1.8509,2.1272
11.485,1.8509,2.1272
11.486,1.8509,2.1273
11.487,1.8509,2.1273
11.488,1.8509,2.1273
11.489,1.8509,2.1274
11.49,1.8509,2.1274
11.491,1.8509,2.1274
11.492,1.8509,2.1275
11.493,1.8509,2.1275
11.494,1.8509,2.1275
11.495,1.8509,2.1276
11.496,1.8509,2.1276
11.497,1.8509,2.1276
11.498,1.8509,2.1277
11.499,1.8509,2.1277
11.5,1.8509,2.1277
11.501,1.8509,2.1278
11.502,1.8509,2.1278
11.503,1.8509,2.1278
11.504,1.8509,2.1279
11.505,1.8509,2.1279
11.506,1.8509,2.128
11.507,1.8509,2.128
11.508,1.8509,2.128
11.509,1.8509,2.1281
11.51,1.8509,2.1281
11.511,1.8509,2.1281
11.512,1.8509,2.1282
11.513,1.8509,2.1282
11.514,1.8509,2.1282
11.515,1.8509,2.1283
11.516,1.8509,2.1283
11.517,1.8509,2.1283
11.518,1.8509,2.1284
11.519,1.8509,2.1284
11.52,1.8509,2.1284
11.521,1.8509,2.1285
11.522,1.8509,2.1285
11.523,1.8509,2.1285
11.524,1.8509,2.1286
11.525,1.8509,2.1286
11.526,1.8509,2.1286
11.527,1.8509,2.1287
11.528,1.8509,2.1287
11.529,1.8509,2.1287
11.53,1.8509,2.1288
11.531,1.8509,2.1288
11.532,1.8509,2.1287
11.533,1.8509,2.1287
11.534,1.8509,2.1286
11.535,1.8509,2.1286
11.536,1.8509,2.1285
11.537,1.8509,2.1285
11.538,1.8509,2.1284
11.539,1.8509,2.1283
11.54,1.8509,2.1283
11.541,1.8509,2.1282
11.542,1.8509,2.1282
11.543,1.8509,2.1281
11.544,1.8509,2.128
11.545,1.8509,2.128
11.546,1.8509,2.1279
11.547,1.8509,2.1279
11.548,1.8509,2.1278
11.549,1.8509,2.1278
11.55,1.8509,2.1277
11.551,1.8509,2.1276
11.552,1.8509,2.1276
11.553,1.8509,2.1275
11.554,1.8509,2.1275
11.555,1.8509,2.1274
11.556,1.8509,2.1273
11.557,1.8509,2.1273
11.558,1.8509,2.1272
11.559,1.8509,2.1272
11.56,1.8509,2.1271
11.561,1.8509,2.1271
11.562,1.8509,2.127
11.563,1.8509,2.1269
11.564,1.8509,2.1269
11.565,1.8509,2.1268
11.566,1.8509,2.1268
11.567,1.8509,2.1267
11.568,1.8509,2.1267
11.569,1.8509,2.1266
11.57,1.8509,2.1265
11.571,1.8509,2.1265
11.572,1.8509,2.1264
11.573,1.8509,2.1264
11.574,1.8509,2.1263
11.575,1.8509,2.1262
11.576,1.8509,2.1262
11.577,1.8509,2.1261
11.578,1.8509,2.1261
11.579,1.8509,2.126
11.58,1.8509,2.126
11.581,1.8509,2.1259
11.582,1.8509,2.1258
11.583,1.8509,2.1258
11.584,1.8509,2.1257
11.585,1.8509,2.1256
11.586,1.8509,2.1255
11.587,1.8509,2.1255
11.588,1.8509,2.1254
11.589,1.8509,2.1253
11.59,1.8509,2.1252
11.591,1.8509,2.1252
11.592,1.8509,2.1251
11.593,1.8509,2.125
11.594,1.8509,2.1249
11.595,1.8509,2.1249
11.596,1.8509,2.1248
11.597,1.8509,2.1247
11.598,1.8509,2.1246
11.599,1.8509,2.1246
11.6,1.8509,2.1245
11.601,1.8509,2.1244
11.602,1.8509,2.1243
11.603,1.8509,2.1243
11.604,1.8509,2.1242
11.605,1.8509,2.1241
11.606,1.8509,2.124
11.607,1.8509,2.124
11.608,1.8509,2.1239
11.609,1.8509,2.1238
11.61,1.8509,2.1238
11.611,1.8509,2.1237
11.612,1.8509,2.1236
11.613,1.8509,2.1235
11.614,1.8509,2.1235
11.615,1.8509,2.1234
11.616,1.8509,2.1233
11.617,1.8509,2.1232
11.618,1.8509,2.1232
11.619,1.8509,2.1231
11.62,1.8509,2.123
11.621,1.8509,2.1229
11.622,1.8509,2.1229
11.623,1.8509,2.1228
11.624,1.8509,2.1227
11.625,1.8509,2.1226
11.626,1.8509,2.1226
11.627,1.8509,2.1225
11.628,1.8509,2.1224
11.629,1.8509,2.1223
11.63,1.8509,2.1223
11.631,1.8509,2.1222
11.632,1.8509,2.1221
11.633,1.8509,2.1221
11.634,1.8509,2.122
11.635,1.8509,2.1219
11.636,1.8509,2.1218
11.637,1.8509,2.1218
11.638,1.8509,2.1217
11.639,1.8509,2.1216
11.64,1.8509,2.1216
11.641,1.8509,2.1215
11.642,1.8509,2.1214
11.643,1.8509,2.1214
11.644,1.8509,2.1213
11.645,1.8509,2.1212
11.646,1.8509,2.1211
11.647,1.8509,2.1211
11.648,1.8509,2.121
11.649,1.8509,2.1209
11.65,1.8509,2.1209
11.651,1.8509,2.1208
11.652,1.8509,2.1207
11.653,1.8509,2.1207
11.654,1.8509,2.1206
11.655,1.8509,2.1205
11.656,1.8509,2.1204
11.657,1.8509,2.1204
11.658,1.8509,2.1203
11.659,1.8509,2.1202
11.66,1.8509,2.1202
11.661,1.8509,2.1201
11.662,1.8509,2.12
11.663,1.8509,2.12
11.664,1.8509,2.1199
11.665,1.8509,2.1198
11.666,1.8509,2.1197
11.667,1.8509,2.1197
11.668,1.8509,2.1196
11.669,1.8509,2.1195
11.67,1.8509,2.1195
11.671,1.8509,2.1194
11.672,1.8509,2.1193
11.673,1.8509,2.1193
11.674,1.8509,2.1192
11.675,1.8509,2.1191
11.676,1.8509,2.1191
11.677,1.8509,2.119
11.678,1.8509,2.1189
11.679,1.8509,2.1188
11.68,1.8509,2.1188
11.681,1.8509,2.1187
11.682,1.8509,2.1187
11.683,1.8509,2.1186
11.684,1.8509,2.1186
11.685,1.8509,2.1185
11.686,1.8509,2.1185
11.687,1.8509,2.1185
11.688,1.8509,2.1184
11.689,1.8509,2.1184
11.69,1.8509,2.1183
11.691,1.8509,2.1183
11.692,1.8509,2.1183
11.693,1.8509,2.1182
11.694,1.8509,2.1182
11.695,1.8509,2.1181
11.696,1.8509,2.1181
11.697,1.8509,2.1181
11.698,1.8509,2.118
11.699,1.8509,2.118
11.7,1.8509,2.1179
11.701,1.8509,2.1179
11.702,1.8509,2.1179
11.703,1.8509,2.1178
11.704,1.8509,2.1178
11.705,1.8509,2.1177
11.706,1.8509,2.1177
11.707,1.8509,2.1177
11.708,1.8509,2.1176
11.709,1.8509,2.1176
11.71,1.8509,2.1175
11.711,1.8509,2.1175
11.712,1.8509,2.1175
11.713,1.8509,2.1174
11.714,1.8509,2.1174
11.715,1.8509,2.1173
11.716,1.8509,2.1173
11.717,1.8509,2.1173
11.718,1.8509,2.1172
11.719,1.8509,2.1172
11.72,1.8509,2.1171
11.721,1.8509,2.1171
11.722,1.8509,2.1171
11.723,1.8509,2.117
11.724,1.8509,2.117
11.725,1.8509,2.1169
11.726,1.8509,2.1169
11.727,1.8509,2.1169
11.728,1.8509,2.1168
11.729,1.8509,2.1168
11.73,1.8509,2.1167
11.731,1.8509,2.1167
11.732,1.8509,2.1167
11.733,1.8509,2.1167
11.734,1.8509,2.1167
11.735,1.8509,2.1167
11.736,1.8509,2.1166
11.737,1.8509,2.1166
11.738,1.8509,2.1166
11.739,1.8509,2.1166
11.74,1.8509,2.1166
11.741,1.8509,2.1166
11.742,1.8509,2.1166
11.743,1.8509,2.1166
11.744,1.8509,2.1166
11.745,1.8509,2.1166
11.746,1.8509,2.1165
11.747,1.8509,2.1165
11.748,1.8509,2.1165
11.749,1.8509,2.1165
11.75,1.8509,2.1165
11.751,1.8509,2.1165
11.752,1.8509,2.1165
11.753,1.8509,2.1165
11.754,1.8509,2.1165
11.755,1.8509,2.1165
11.756,1.8509,2.1164
11.757,1.8509,2.1164
11.758,1.8509,2.1164
11.759,1.8509,2.1164
11.76,1.8509,2.1164
11.761,1.8509,2.1164
11.762,1.8509,2.1164
11.763,1.8509,2.1164
11.764,1.8509,2.1164
11.765,1.8509,2.1164
11.766,1.8509,2.1164
11.767,1.8509,2.1163
11.768,1.8509,2.1163
11.769,1.8509,2.1163
11.77,1.8509,2.1163
11.771,1.8509,2.1163
11.772,1.8509,2.1163
11.773,1.8509,2.1163
11.774,1.8509,2.1163
11.775,1.8509,2.1163
11.776,1.8509,2.1162
11.777,1.8509,2.1162
11.778,1.8509,2.1162
11.779,1.8509,2.1162
11.78,1.8509,2.1162
11.781,1.8509,2.1162
11.782,1.8509,2.1162
11.783,1.8509,2.1162
11.784,1.8509,2.1162
11.785,1.8509,2.1162
11.786,1.8509,2.1162
11.787,1.8509,2.1162
11.788,1.8509,2.1162
11.789,1.8509,2.1162
11.79,1.8509,2.1162
11.791,1.8509,2.1162
11.792,1.8509,2.1162
11.793,1.8509,2.1162
11.794,1.8509,2.1161
11.795,1.8509,2.1161
11.796,1.8509,2.1161
11.797,1.8509,2.1161
11.798,1.8509,2.1161
11.799,1.8509,2.1161
11.8,1.8509,2.1161
11.801,1.8509,2.1161
11.802,1.8509,2.1161
11.803,1.8509,2.1161
11.804,1.8509,2.1161
11.805,1.8509,2.1161
11.806,1.8509,2.1161
11.807,1.8509,2.1161
11.808,1.8509,2.1161
11.809,1.8509,2.1161
11.81,1.8509,2.1161
11.811,1.8509,2.1161
11.812,1.8509,2.1161
11.813,1.8509,2.1161
11.814,1.8509,2.1161
11.815,1.8509,2.1161
11.816,1.8509,2.1161
11.817,1.8509,2.1161
11.818,1.8509,2.1161
11.819,1.8509,2.116
11.82,1.8509,2.116
11.821,1.8509,2.116
11.822,1.8509,2.116
11.823,1.8509,2.116
11.824,1.8509,2.116
11.825,1.8509,2.116
11.826,1.8509,2.116
11.827,1.8509,2.116
11.828,1.8509,2.116
11.829,1.8509,2.116
11.83,1.8509,2.116
11.831,1.8509,2.116
11.832,1.8509,2.116
11.833,1.8509,2.116
11.834,1.8509,2.116
11.835,1.8509,2.116
11.836,1.8509,2.116
11.837,1.8509,2.116
11.838,1.8509,2.116
11.839,1.8509,2.116
11.84,1.8509,2.1161
11.841,1.8509,2.1161
11.842,1.8509,2.1161
11.843,1.8509,2.1161
11.844,1.8509,2.1161
11.845,1.8509,2.1161
11.846,1.8509,2.1161
11.847,1.8509,2.1161
11.848,1.8509,2.1161
11.849,1.8509,2.1161
11.85,1.8509,2.1161
11.851,1.8509,2.1161
11.852,1.8509,2.1161
11.853,1.8509,2.1161
11.854,1.8509,2.1161
11.855,1.8509,2.1161
11.856,1.8509,2.1162
11.857,1.8509,2.1162
11.858,1.8509,2.1162
11.859,1.8509,2.1162
11.86,1.8509,2.1162
11.861,1.8509,2.1162
11.862,1.8509,2.1162
11.863,1.8509,2.1162
11.864,1.8509,2.1162
11.865,1.8509,2.1162
11.866,1.8509,2.1162
11.867,1.8509,2.1162
11.868,1.8509,2.1162
11.869,1.8509,2.1162
11.87,1.8509,2.1162
11.871,1.8509,2.1162
11.872,1.8509,2.1162
11.873,1.8509,2.1163
11.874,1.8509,2.1163
11.875,1.8509,2.1163
11.876,1.8509,2.1163
11.877,1.8509,2.1163
11.878,1.8509,2.1163
11.879,1.8509,2.1163
11.88,1.8509,2.1163
11.881,1.8509,2.1163
11.882,1.8509,2.1163
11.883,1.8509,2.1163
11.884,1.8509,2.1164
11.885,1.8509,2.1164
11.886,1.8509,2.1164
11.887,1.8509,2.1164
11.888,1.8509,2.1165
11.889,1.8509,2.1165
11.89,1.8509,2.1165
11.891,1.8509,2.1165
11.892,1.8509,2.1165
11.893,1.8509,2.1166
11.894,1.8509,2.1166
11.895,1.8509,2.1166
11.896,1.8509,2.1166
11.897,1.8509,2.1167
11.898,1.8509,2.1167
11.899,1.8509,2.1167
11.9,1.8509,2.1167
11.901,1.8509,2.1167
11.902,1.8509,2.1168
11.903,1.8509,2.1168
11.904,1.8509,2.1168
11.905,1.8509,2.1168
11.906,1.8509,2.1168
11.907,1.8509,2.1169
11.908,1.8509,2.1169
11.909,1.8509,2.1169
11.91,1.8509,2.1169
11.911,1.8509,2.117
11.912,1.8509,2.117
11.913,1.8509,2.117
11.914,1.8509,2.117
11.915,1.8509,2.117
11.916,1.8509,2.1171
11.917,1.8509,2.1171
11.918,1.8509,2.1171
11.919,1.8509,2.1171
11.92,1.8509,2.1172
11.921,1.8509,2.1172
11.922,1.8509,2.1172
11.923,1.8509,2.1172
11.924,1.8509,2.1172
11.925,1.8509,2.1173
11.926,1.8509,2.1173
11.927,1.8509,2.1173
11.928,1.8509,2.1173
11.929,1.8509,2.1174
11.93,1.8509,2.1174
11.931,1.8509,2.1174
11.932,1.8509,2.1175
11.933,1.8509,2.1175
11.934,1.8509,2.1176
11.935,1.8509,2.1176
11.936,1.8509,2.1177
11.937,1.8509,2.1177
11.938,1.8509,2.1178
11.939,1.8509,2.1178
11.94,1.8509,2.1179
11.941,1.8509,2.1179
11.942,1.8509,2.118
11.943,1.8509,2.118
11.944,1.8509,2.1181
11.945,1.8509,2.1181
11.946,1.8509,2.1182
11.947,1.8509,2.1182
11.948,1.8509,2.1183
11.949,1.8509,2.1183
11.95,1.8509,2.1184
11.951,1.8509,2.1184
11.952,1.8509,2.1185
11.953,1.8509,2.1185
11.954,1.8509,2.1186
11.955,1.8509,2.1186
11.956,1.8509,2.1187
11.957,1.8509,2.1188
11.958,1.8509,2.1188
11.959,1.8509,2.1189
11.96,1.8509,2.1189
11.961,1.8509,2.119
11.962,1.8509,2.119
11.963,1.8509,2.1191
11.964,1.8509,2.1191
11.965,1.8509,2.1192
11.966,1.8509,2.1192
11.967,1.8509,2.1193
11.968,1.8509,2.1193
11.969,1.8509,2.1194
11.97,1.8509,2.1194
11.971,1.8509,2.1195
11.972,1.8509,2.1195
11.973,1.8509,2.1196
11.974,1.8509,2.1196
11.975,1.8509,2.1197
11.976,1.8509,2.1197
11.977,1.8509,2.1198
11.978,1.8509,2.1198
11.979,1.8509,2.1199
11.98,1.8509,2.1199
11.981,1.8509,2.12
11.982,1.8509,2.1201
11.983,1.8509,2.1202
11.984,1.8509,2.1202
11.985,1.8509,2.1203
11.986,1.8509,2.1204
11.987,1.8509,2.1205
11.988,1.8509,2.1205
11.989,1.8509,2.1206
11.99,1.8509,2.1207
11.991,1.8509,2.1208
11.992,1.8509,2.1209
11.993,1.8509,2.1209
11.994,1.8509,2.121
11.995,1.8509,2.1211
11.996,1.8509,2.1212
11.997,1.8509,2.1212
11.998,1.8509,2.1213
11.999,1.8509,2.1214
12,1.8509,2.1215
12.001,1.8509,2.1216
12.002,1.8509,2.1216
12.003,1.8509,2.1217
12.004,1.8509,2.1218
12.005,1.8509,2.1219
12.006,1.8509,2.122
12.007,1.8509,2.122
12.008,1.8509,2.1221
12.009,1.8509,2.1222
12.01,1.8509,2.1223
12.011,1.8509,2.1223
12.012,1.8509,2.1224
12.013,1.8509,2.1225
12.014,1.8509,2.1226
12.015,1.8509,2.1227
12.016,1.8509,2.1227
12.017,1.8509,2.1228
12.018,1.8509,2.1229
12.019,1.8509,2.123
12.02,1.8509,2.123
12.021,1.8509,2.1231
12.022,1.8509,2.1232
12.023,1.8509,2.1233
12.024,1.8509,2.1234
12.025,1.8509,2.1234
12.026,1.8509,2.1235
12.027,1.8509,2.1236
12.028,1.8509,2.1237
12.029,1.8509,2.1237
12.03,1.8509,2.1238
12.031,1.8509,2.1239
12.032,1.8509,2.124
12.033,1.8509,2.124
12.034,1.8509,2.1241
12.035,1.8509,2.1242
12.036,1.8509,2.1242
12.037,1.8509,2.1243
12.038,1.8509,2.1244
12.039,1.8509,2.1244
12.04,1.8509,2.1245
12.041,1.8509,2.1246
12.042,1.8509,2.1246
12.043,1.8509,2.1247
12.044,1.8509,2.1248
12.045,1.8509,2.1248
12.046,1.8509,2.1249
12.047,1.8509,2.125
12.048,1.8509,2.125
12.049,1.8509,2.1251
12.05,1.8509,2.1252
12.051,1.8509,2.1252
12.052,1.8509,2.1253
12.053,1.8509,2.1254
12.054,1.8509,2.1254
12.055,1.8509,2.1255
12.056,1.8509,2.1256
12.057,1.8509,2.1256
12.058,1.8509,2.1257
12.059,1.8509,2.1257
12.06,1.8509,2.1258
12.061,1.8509,2.1259
12.062,1.8509,2.1259
12.063,1.8509,2.126
12.064,1.8509,2.1261
12.065,1.8509,2.1261
12.066,1.8509,2.1262
12.067,1.8509,2.1263
12.068,1.8509,2.1263
12.069,1.8509,2.1264
12.07,1.8509,2.1265
12.071,1.8509,2.1265
12.072,1.8509,2.1266
12.073,1.8509,2.1267
12.074,1.8509,2.1267
12.075,1.8509,2.1268
12.076,1.8509,2.1269
12.077,1.8509,2.1269
12.078,1.8509,2.127
12.079,1.8509,2.1271
12.08,1.8509,2.1271
12.081,1.8509,2.1272
12.082,1.8509,2.1272
12.083,1.8509,2.1271
12.084,1.8509,2.1271
12.085,1.8509,2.127
12.086,1.8509,2.127
12.087,1.8509,2.1269
12.088,1.8509,2.1269
12.089,1.8509,2.1268
12.09,1.8509,2.1268
12.091,1.8509,2.1267
12.092,1.8509,2.1267
12.093,1.8509,2.1266
12.094,1.8509,2.1266
12.095,1.8509,2.1266
12.096,1.8509,2.1265
12.097,1.8509,2.1265
12.098,1.8509,2.1264
12.099,1.8509,2.1264
12.1,1.8509,2.1263
12.101,1.8509,2.1263
12.102,1.8509,2.1262
12.103,1.8509,2.1262
12.104,1.8509,2.1261
12.105,1.8509,2.1261
12.106,1.8509,2.1261
12.107,1.8509,2.126
12.108,1.8509,2.126
12.109,1.8509,2.1259
12.11,1.8509,2.1259
12.111,1.8509,2.1258
12.112,1.8509,2.1258
12.113,1.8509,2.1257
12.114,1.8509,2.1257
12.115,1.8509,2.1256
12.116,1.8509,2.1256
12.117,1.8509,2.1255
12.118,1.8509,2.1255
12.119,1.8509,2.1255
12.12,1.8509,2.1254
12.121,1.8509,2.1254
12.122,1.8509,2.1253
12.123,1.8509,2.1253
12.124,1.8509,2.1252
12.125,1.8509,2.1252
12.126,1.8509,2.1251
12.127,1.8509,2.1251
12.128,1.8509,2.125
12.129,1.8509,2.125
12.13,1.8509,2.1249
12.131,1.8509,2.1249
12.132,1.8509,2.1248
12.133,1.8509,2.1247
12.134,1.8509,2.1246
12.135,1.8509,2.1245
12.136,1.8509,2.1244
12.137,1.8509,2.1243
12.138,1.8509,2.1242
12.139,1.8509,2.1241
12.14,1.8509,2.1241
12.141,1.8509,2.124
12.142,1.8509,2.1239
12.143,1.8509,2.1238
12.144,1.8509,2.1237
12.145,1.8509,2.1236
12.146,1.8509,2.1235
12.147,1.8509,2.1234
12.148,1.8509,2.1233
12.149,1.8509,2.1232
12.15,1.8509,2.1231
12.151,1.8509,2.123
12.152,1.8509,2.1229
12.153,1.8509,2.1228
12.154,1.8509,2.1227
12.155,1.8509,2.1226
12.156,1.8509,2.1226
12.157,1.8509,2.1225
12.158,1.8509,2.1224
12.159,1.8509,2.1223
12.16,1.8509,2.1222
12.161,1.8509,2.1221
12.162,1.8509,2.122
12.163,1.8509,2.1219
12.164,1.8509,2.1218
12.165,1.8509,2.1217
12.166,1.8509,2.1216
