time[s],Xcg[m],Xcp[m]
4.408,1.8509,2.1684
4.409,1.8509,2.1683
4.41,1.8509,2.1683
4.411,1.8509,2.1683
4.412,1.8509,2.1682
4.413,1.8509,2.1682
4.414,1.8509,2.1682
4.415,1.8509,2.1681
4.416,1.8509,2.1681
4.417,1.8509,2.168
4.418,1.8509,2.168
4.419,1.8509,2.168
4.42,1.8509,2.1679
4.421,1.8509,2.1679
4.422,1.8509,2.1678
4.423,1.8509,2.1678
4.424,1.8509,2.1678
4.425,1.8509,2.1677
4.426,1.8509,2.1677
4.427,1.8509,2.1677
4.428,1.8509,2.1676
4.429,1.8509,2.1676
4.43,1.8509,2.1675
4.431,1.8509,2.1675
4.432,1.8509,2.1675
4.433,1.8509,2.1675
4.434,1.8509,2.1675
4.435,1.8509,2.1675
4.436,1.8509,2.1674
4.437,1.8509,2.1674
4.438,1.8509,2.1674
4.439,1.8509,2.1674
4.44,1.8509,2.1674
4.441,1.8509,2.1674
4.442,1.8509,2.1674
4.443,1.8509,2.1674
4.444,1.8509,2.1673
4.445,1.8509,2.1673
4.446,1.8509,2.1673
4.447,1.8509,2.1673
4.448,1.8509,2.1673
4.449,1.8509,2.1673
4.45,1.8509,2.1673
4.451,1.8509,2.1673
4.452,1.8509,2.1673
4.453,1.8509,2.1672
4.454,1.8509,2.1672
4.455,1.8509,2.1672
4.456,1.8509,2.1672
4.457,1.8509,2.1672
4.458,1.8509,2.1672
4.459,1.8509,2.1672
4.46,1.8509,2.1672
4.461,1.8509,2.1671
4.462,1.8509,2.1671
4.463,1.8509,2.1671
4.464,1.8509,2.1671
4.465,1.8509,2.1671
4.466,1.8509,2.1671
4.467,1.8509,2.1671
4.468,1.8509,2.1671
4.469,1.8509,2.167
4.47,1.8509,2.167
4.471,1.8509,2.167
4.472,1.8509,2.167
4.473,1.8509,2.167
4.474,1.8509,2.167
4.475,1.8509,2.167
4.476,1.8509,2.167
4.477,1.8509,2.167
4.478,1.8509,2.1669
4.479,1.8509,2.1669
4.48,1.8509,2.1669
4.481,1.8509,2.1669
4.482,1.8509,2.1669
4.483,1.8509,2.1669
4.484,1.8509,2.1669
4.485,1.8509,2.1669
4.486,1.8509,2.1669
4.487,1.8509,2.1669
4.488,1.8509,2.1669
4.489,1.8509,2.1669
4.49,1.8509,2.167
4.491,1.8509,2.167
4.492,1.8509,2.167
4.493,1.8509,2.167
4.494,1.8509,2.167
4.495,1.8509,2.167
4.496,1.8509,2.167
4.497,1.8509,2.167
4.498,1.8509,2.167
4.499,1.8509,2.167
4.5,1.8509,2.167
4.501,1.8509,2.167
4.502,1.8509,2.167
4.503,1.8509,2.167
4.504,1.8509,2.167
4.505,1.8509,2.167
4.506,1.8509,2.167
4.507,1.8509,2.1671
4.508,1.8509,2.1671
4.509,1.8509,2.1671
4.51,1.8509,2.1671
4.511,1.8509,2.1671
4.512,1.8509,2.1671
4.513,1.8509,2.1671
4.514,1.8509,2.1671
4.515,1.8509,2.1671
4.516,1.8509,2.1671
4.517,1.8509,2.1671
4.518,1.8509,2.1671
4.519,1.8509,2.1671
4.52,1.8509,2.1671
4.521,1.8509,2.1671
4.522,1.8509,2.1671
4.523,1.8509,2.1672
4.524,1.8509,2.1672
4.525,1.8509,2.1672
4.526,1.8509,2.1672
4.527,1.8509,2.1672
4.528,1.8509,2.1672
4.529,1.8509,2.1672
4.53,1.8509,2.1672
4.531,1.8509,2.1672
4.532,1.8509,2.1672
4.533,1.8509,2.1672
4.534,1.8509,2.1671
4.535,1.8509,2.1671
4.536,1.8509,2.1671
4.537,1.8509,2.167
4.538,1.8509,2.167
4.539,1.8509,2.167
4.54,1.8509,2.167
4.541,1.8509,2.1669
4.542,1.8509,2.1669
4.543,1.8509,2.1669
4.544,1.8509,2.1669
4.545,1.8509,2.1668
4.546,1.8509,2.1668
4.547,1.8509,2.1668
4.548,1.8509,2.1668
4.549,1.8509,2.1667
4.55,1.8509,2.1667
4.551,1.8509,2.1667
4.552,1.8509,2.1667
4.553,1.8509,2.1666
4.554,1.8509,2.1666
4.555,1.8509,2.1666
4.556,1.8509,2.1666
4.557,1.8509,2.1665
4.558,1.8509,2.1665
4.559,1.8509,2.1665
4.56,1.8509,2.1665
4.561,1.8509,2.1664
4.562,1.8509,2.1664
4.563,1.8509,2.1664
4.564,1.8509,2.1663
4.565,1.8509,2.1663
4.566,1.8509,2.1663
4.567,1.8509,2.1663
4.568,1.8509,2.1662
4.569,1.8509,2.1662
4.57,1.8509,2.1662
4.571,1.8509,2.1662
4.572,1.8509,2.1661
4.573,1.8509,2.1661
4.574,1.8509,2.1661
4.575,1.8509,2.1661
4.576,1.8509,2.166
4.577,1.8509,2.166
4.578,1.8509,2.166
4.579,1.8509,2.166
4.58,1.8509,2.1659
4.581,1.8509,2.1659
4.582,1.8509,2.1659
4.583,1.8509,2.1658
4.584,1.8509,2.1658
4.585,1.8509,2.1658
4.586,1.8509,2.1657
4.587,1.8509,2.1657
4.588,1.8509,2.1656
4.589,1.8509,2.1656
4.59,1.8509,2.1656
4.591,1.8509,2.1655
4.592,1.8509,2.1655
4.593,1.8509,2.1655
4.594,1.8509,2.1654
4.595,1.8509,2.1654
4.596,1.8509,2.1653
4.597,1.8509,2.1653
4.598,1.8509,2.1653
4.599,1.8509,2.1652
4.6,1.8509,2.1652
4.601,1.8509,2.1651
4.602,1.8509,2.1651
4.603,1.8509,2.1651
4.604,1.8509,2.165
4.605,1.8509,2.165
4.606,1.8509,2.165
4.607,1.8509,2.1649
4.608,1.8509,2.1649
4.609,1.8509,2.1648
4.61,1.8509,2.1648
4.611,1.8509,2.1648
4.612,1.8509,2.1647
4.613,1.8509,2.1647
4.614,1.8509,2.1647
4.615,1.8509,2.1646
4.616,1.8509,2.1646
4.617,1.8509,2.1645
4.618,1.8509,2.1645
4.619,1.8509,2.1645
4.62,1.8509,2.1644
4.621,1.8509,2.1644
4.622,1.8509,2.1643
4.623,1.8509,2.1643
4.624,1.8509,2.1643
4.625,1.8509,2.1642
4.626,1.8509,2.1642
4.627,1.8509,2.1642
4.628,1.8509,2.1641
4.629,1.8509,2.1641
4.63,1.8509,2.164
4.631,1.8509,2.164
4.632,1.8509,2.164
4.633,1.8509,2.164
4.634,1.8509,2.1641
4.635,1.8509,2.1641
4.636,1.8509,2.1641
4.637,1.8509,2.1641
4.638,1.8509,2.1641
4.639,1.8509,2.1642
4.64,1.8509,2.1642
4.641,1.8509,2.1642
4.642,1.8509,2.1642
4.643,1.8509,2.1643
4.644,1.8509,2.1643
4.645,1.8509,2.1643
4.646,1.8509,2.1643
4.647,1.8509,2.1643
4.648,1.8509,2.1644
4.649,1.8509,2.1644
4.65,1.8509,2.1644
4.651,1.8509,2.1644
4.652,1.8509,2.1645
4.653,1.8509,2.1645
4.654,1.8509,2.1645
4.655,1.8509,2.1645
4.656,1.8509,2.1645
4.657,1.8509,2.1646
4.658,1.8509,2.1646
4.659,1.8509,2.1646
4.66,1.8509,2.1646
4.661,1.8509,2.1647
4.662,1.8509,2.1647
4.663,1.8509,2.1647
4.664,1.8509,2.1647
4.665,1.8509,2.1647
4.666,1.8509,2.1648
4.667,1.8509,2.1648
4.668,1.8509,2.1648
4.669,1.8509,2.1648
4.67,1.8509,2.1649
4.671,1.8509,2.1649
4.672,1.8509,2.1649
4.673,1.8509,2.1649
4.674,1.8509,2.1649
4.675,1.8509,2.165
4.676,1.8509,2.165
4.677,1.8509,2.165
4.678,1.8509,2.165
4.679,1.8509,2.1651
4.68,1.8509,2.1651
4.681,1.8509,2.1651
4.682,1.8509,2.1651
4.683,1.8509,2.1651
4.684,1.8509,2.1651
4.685,1.8509,2.1651
4.686,1.8509,2.1651
4.687,1.8509,2.165
4.688,1.8509,2.165
4.689,1.8509,2.165
4.69,1.8509,2.165
4.691,1.8509,2.165
4.692,1.8509,2.165
4.693,1.8509,2.165
4.694,1.8509,2.165
4.695,1.8509,2.165
4.696,1.8509,2.165
4.697,1.8509,2.1649
4.698,1.8509,2.1649
4.699,1.8509,2.1649
4.7,1.8509,2.1649
4.701,1.8509,2.1649
4.702,1.8509,2.1649
4.703,1.8509,2.1649
4.704,1.8509,2.1649
4.705,1.8509,2.1649
4.706,1.8509,2.1649
4.707,1.8509,2.1648
4.708,1.8509,2.1648
4.709,1.8509,2.1648
4.71,1.8509,2.1648
4.711,1.8509,2.1648
4.712,1.8509,2.1648
4.713,1.8509,2.1648
4.714,1.8509,2.1648
4.715,1.8509,2.1648
4.716,1.8509,2.1648
4.717,1.8509,2.1647
4.718,1.8509,2.1647
4.719,1.8509,2.1647
4.72,1.8509,2.1647
4.721,1.8509,2.1647
4.722,1.8509,2.1647
4.723,1.8509,2.1647
4.724,1.8509,2.1647
4.725,1.8509,2.1647
4.726,1.8509,2.1647
4.727,1.8509,2.1646
4.728,1.8509,2.1646
4.729,1.8509,2.1646
4.73,1.8509,2.1646
4.731,1.8509,2.1646
4.732,1.8509,2.1646
4.733,1.8509,2.1645
4.734,1.8509,2.1645
4.735,1.8509,2.1645
4.736,1.8509,2.1644
4.737,1.8509,2.1644
4.738,1.8509,2.1644
4.739,1.8509,2.1643
4.74,1.8509,2.1643
4.741,1.8509,2.1643
4.742,1.8509,2.1642
4.743,1.8509,2.1642
4.744,1.8509,2.1642
4.745,1.8509,2.1641
4.746,1.8509,2.1641
4.747,1.8509,2.1641
4.748,1.8509,2.164
4.749,1.8509,2.164
4.75,1.8509,2.164
4.751,1.8509,2.1639
4.752,1.8509,2.1639
4.753,1.8509,2.1639
4.754,1.8509,2.1638
4.755,1.8509,2.1638
4.756,1.8509,2.1638
4.757,1.8509,2.1637
4.758,1.8509,2.1637
4.759,1.8509,2.1637
4.76,1.8509,2.1636
4.761,1.8509,2.1636
4.762,1.8509,2.1636
4.763,1.8509,2.1635
4.764,1.8509,2.1635
4.765,1.8509,2.1635
4.766,1.8509,2.1634
4.767,1.8509,2.1634
4.768,1.8509,2.1633
4.769,1.8509,2.1633
4.77,1.8509,2.1633
4.771,1.8509,2.1632
4.772,1.8509,2.1632
4.773,1.8509,2.1632
4.774,1.8509,2.1631
4.775,1.8509,2.1631
4.776,1.8509,2.1631
4.777,1.8509,2.163
4.778,1.8509,2.163
4.779,1.8509,2.163
4.78,1.8509,2.1629
4.781,1.8509,2.1629
4.782,1.8509,2.1629
4.783,1.8509,2.1629
4.784,1.8509,2.1629
4.785,1.8509,2.1629
4.786,1.8509,2.1629
4.787,1.8509,2.1629
4.788,1.8509,2.1629
4.789,1.8509,2.1629
4.79,1.8509,2.1629
4.791,1.8509,2.1629
4.792,1.8509,2.1629
4.793,1.8509,2.1629
4.794,1.8509,2.1628
4.795,1.8509,2.1628
4.796,1.8509,2.1628
4.797,1.8509,2.1628
4.798,1.8509,2.1628
4.799,1.8509,2.1628
4.8,1.8509,2.1628
4.801,1.8509,2.1628
4.802,1.8509,2.1628
4.803,1.8509,2.1628
4.804,1.8509,2.1628
4.805,1.8509,2.1628
4.806,1.8509,2.1628
4.807,1.8509,2.1628
4.808,1.8509,2.1628
4.809,1.8509,2.1628
4.81,1.8509,2.1628
4.811,1.8509,2.1628
4.812,1.8509,2.1628
4.813,1.8509,2.1628
4.814,1.8509,2.1628
4.815,1.8509,2.1628
4.816,1.8509,2.1628
4.817,1.8509,2.1628
4.818,1.8509,2.1628
4.819,1.8509,2.1627
4.82,1.8509,2.1627
4.821,1.8509,2.1627
4.822,1.8509,2.1627
4.823,1.8509,2.1627
4.824,1.8509,2.1627
4.825,1.8509,2.1627
4.826,1.8509,2.1627
4.827,1.8509,2.1627
4.828,1.8509,2.1627
4.829,1.8509,2.1627
4.83,1.8509,2.1627
4.831,1.8509,2.1627
4.832,1.8509,2.1627
4.833,1.8509,2.1627
4.834,1.8509,2.1627
4.835,1.8509,2.1627
4.836,1.8509,2.1627
4.837,1.8509,2.1627
4.838,1.8509,2.1627
4.839,1.8509,2.1627
4.84,1.8509,2.1628
4.841,1.8509,2.1628
4.842,1.8509,2.1628
4.843,1.8509,2.1628
4.844,1.8509,2.1628
4.845,1.8509,2.1628
4.846,1.8509,2.1628
4.847,1.8509,2.1628
4.848,1.8509,2.1628
4.849,1.8509,2.1628
4.85,1.8509,2.1628
4.851,1.8509,2.1628
4.852,1.8509,2.1628
4.853,1.8509,2.1628
4.854,1.8509,2.1628
4.855,1.8509,2.1628
4.856,1.8509,2.1628
4.857,1.8509,2.1629
4.858,1.8509,2.1629
4.859,1.8509,2.1629
4.86,1.8509,2.1629
4.861,1.8509,2.1629
4.862,1.8509,2.1629
4.863,1.8509,2.1629
4.864,1.8509,2.1629
4.865,1.8509,2.1629
4.866,1.8509,2.1629
4.867,1.8509,2.1629
4.868,1.8509,2.1629
4.869,1.8509,2.1629
4.87,1.8509,2.1629
4.871,1.8509,2.1629
4.872,1.8509,2.1629
4.873,1.8509,2.163
4.874,1.8509,2.163
4.875,1.8509,2.163
4.876,1.8509,2.163
4.877,1.8509,2.163
4.878,1.8509,2.163
4.879,1.8509,2.163
4.88,1.8509,2.163
4.881,1.8509,2.163
4.882,1.8509,2.163
4.883,1.8509,2.163
4.884,1.8509,2.163
4.885,1.8509,2.163
4.886,1.8509,2.163
4.887,1.8509,2.163
4.888,1.8509,2.163
4.889,1.8509,2.163
4.89,1.8509,2.1629
4.891,1.8509,2.1629
4.892,1.8509,2.1629
4.893,1.8509,2.1629
4.894,1.8509,2.1629
4.895,1.8509,2.1629
4.896,1.8509,2.1629
4.897,1.8509,2.1629
4.898,1.8509,2.1629
4.899,1.8509,2.1629
4.9,1.8509,2.1629
4.901,1.8509,2.1629
4.902,1.8509,2.1629
4.903,1.8509,2.1629
4.904,1.8509,2.1629
4.905,1.8509,2.1629
4.906,1.8509,2.1629
4.907,1.8509,2.1628
4.908,1.8509,2.1628
4.909,1.8509,2.1628
4.91,1.8509,2.1628
4.911,1.8509,2.1628
4.912,1.8509,2.1628
4.913,1.8509,2.1628
4.914,1.8509,2.1628
4.915,1.8509,2.1628
4.916,1.8509,2.1628
4.917,1.8509,2.1628
4.918,1.8509,2.1628
4.919,1.8509,2.1628
4.92,1.8509,2.1628
4.921,1.8509,2.1628
4.922,1.8509,2.1628
4.923,1.8509,2.1627
4.924,1.8509,2.1627
4.925,1.8509,2.1627
4.926,1.8509,2.1627
4.927,1.8509,2.1627
4.928,1.8509,2.1627
4.929,1.8509,2.1627
4.93,1.8509,2.1627
4.931,1.8509,2.1627
4.932,1.8509,2.1627
4.933,1.8509,2.1627
4.934,1.8509,2.1626
4.935,1.8509,2.1626
4.936,1.8509,2.1626
4.937,1.8509,2.1626
4.938,1.8509,2.1626
4.939,1.8509,2.1625
4.94,1.8509,2.1625
4.941,1.8509,2.1625
4.942,1.8509,2.1625
4.943,1.8509,2.1625
4.944,1.8509,2.1624
4.945,1.8509,2.1624
4.946,1.8509,2.1624
4.947,1.8509,2.1624
4.948,1.8509,2.1624
4.949,1.8509,2.1623
4.95,1.8509,2.1623
4.951,1.8509,2.1623
4.952,1.8509,2.1623
4.953,1.8509,2.1623
4.954,1.8509,2.1622
4.955,1.8509,2.1622
4.956,1.8509,2.1622
4.957,1.8509,2.1622
4.958,1.8509,2.1622
4.959,1.8509,2.1621
4.96,1.8509,2.1621
4.961,1.8509,2.1621
4.962,1.8509,2.1621
4.963,1.8509,2.1621
4.964,1.8509,2.162
4.965,1.8509,2.162
4.966,1.8509,2.162
4.967,1.8509,2.162
4.968,1.8509,2.162
4.969,1.8509,2.1619
4.97,1.8509,2.1619
4.971,1.8509,2.1619
4.972,1.8509,2.1619
4.973,1.8509,2.1619
4.974,1.8509,2.1618
4.975,1.8509,2.1618
4.976,1.8509,2.1618
4.977,1.8509,2.1618
4.978,1.8509,2.1618
4.979,1.8509,2.1617
4.98,1.8509,2.1617
4.981,1.8509,2.1617
4.982,1.8509,2.1617
4.983,1.8509,2.1617
4.984,1.8509,2.1617
4.985,1.8509,2.1616
4.986,1.8509,2.1616
4.987,1.8509,2.1616
4.988,1.8509,2.1616
4.989,1.8509,2.1616
4.99,1.8509,2.1616
4.991,1.8509,2.1616
4.992,1.8509,2.1615
4.993,1.8509,2.1615
4.994,1.8509,2.1615
4.995,1.8509,2.1615
4.996,1.8509,2.1615
4.997,1.8509,2.1615
4.998,1.8509,2.1615
4.999,1.8509,2.1615
5,1.8509,2.1614
5.001,1.8509,2.1614
5.002,1.8509,2.1614
5.003,1.8509,2.1614
5.004,1.8509,2.1614
5.005,1.8509,2.1614
5.006,1.8509,2.1614
5.007,1.8509,2.1613
5.008,1.8509,2.1613
5.009,1.8509,2.1613
5.01,1.8509,2.1613
5.011,1.8509,2.1613
5.012,1.8509,2.1613
5.013,1.8509,2.1613
5.014,1.8509,2.1612
5.015,1.8509,2.1612
5.016,1.8509,2.1612
5.017,1.8509,2.1612
5.018,1.8509,2.1612
5.019,1.8509,2.1612
5.02,1.8509,2.1612
5.021,1.8509,2.1611
5.022,1.8509,2.1611
5.023,1.8509,2.1611
5.024,1.8509,2.1611
5.025,1.8509,2.1611
5.026,1.8509,2.1611
5.027,1.8509,2.1611
5.028,1.8509,2.161
5.029,1.8509,2.161
5.03,1.8509,2.161
5.031,1.8509,2.161
5.032,1.8509,2.161
5.033,1.8509,2.1609
5.034,1.8509,2.1609
5.035,1.8509,2.1609
5.036,1.8509,2.1608
5.037,1.8509,2.1608
5.038,1.8509,2.1608
5.039,1.8509,2.1607
5.04,1.8509,2.1607
5.041,1.8509,2.1607
5.042,1.8509,2.1606
5.043,1.8509,2.1606
5.044,1.8509,2.1606
5.045,1.8509,2.1605
5.046,1.8509,2.1605
5.047,1.8509,2.1605
5.048,1.8509,2.1604
5.049,1.8509,2.1604
5.05,1.8509,2.1604
5.051,1.8509,2.1603
5.052,1.8509,2.1603
5.053,1.8509,2.1603
5.054,1.8509,2.1602
5.055,1.8509,2.1602
5.056,1.8509,2.1602
5.057,1.8509,2.1601
5.058,1.8509,2.1601
5.059,1.8509,2.1601
5.06,1.8509,2.16
5.061,1.8509,2.16
5.062,1.8509,2.16
5.063,1.8509,2.1599
5.064,1.8509,2.1599
5.065,1.8509,2.1599
5.066,1.8509,2.1598
5.067,1.8509,2.1598
5.068,1.8509,2.1597
5.069,1.8509,2.1597
5.07,1.8509,2.1597
5.071,1.8509,2.1596
5.072,1.8509,2.1596
5.073,1.8509,2.1596
5.074,1.8509,2.1595
5.075,1.8509,2.1595
5.076,1.8509,2.1595
5.077,1.8509,2.1594
5.078,1.8509,2.1594
5.079,1.8509,2.1594
5.08,1.8509,2.1593
5.081,1.8509,2.1593
5.082,1.8509,2.1593
5.083,1.8509,2.1593
5.084,1.8509,2.1592
5.085,1.8509,2.1592
5.086,1.8509,2.1592
5.087,1.8509,2.1591
5.088,1.8509,2.1591
5.089,1.8509,2.1591
5.09,1.8509,2.1591
5.091,1.8509,2.159
5.092,1.8509,2.159
5.093,1.8509,2.159
5.094,1.8509,2.159
5.095,1.8509,2.1589
5.096,1.8509,2.1589
5.097,1.8509,2.1589
5.098,1.8509,2.1589
5.099,1.8509,2.1588
5.1,1.8509,2.1588
5.101,1.8509,2.1588
5.102,1.8509,2.1588
5.103,1.8509,2.1587
5.104,1.8509,2.1587
5.105,1.8509,2.1587
5.106,1.8509,2.1587
5.107,1.8509,2.1586
5.108,1.8509,2.1586
5.109,1.8509,2.1586
5.11,1.8509,2.1586
5.111,1.8509,2.1585
5.112,1.8509,2.1585
5.113,1.8509,2.1585
5.114,1.8509,2.1584
5.115,1.8509,2.1584
5.116,1.8509,2.1584
5.117,1.8509,2.1584
5.118,1.8509,2.1583
5.119,1.8509,2.1583
5.12,1.8509,2.1583
5.121,1.8509,2.1583
5.122,1.8509,2.1582
5.123,1.8509,2.1582
5.124,1.8509,2.1582
5.125,1.8509,2.1582
5.126,1.8509,2.1581
5.127,1.8509,2.1581
5.128,1.8509,2.1581
5.129,1.8509,2.1581
5.13,1.8509,2.158
5.131,1.8509,2.158
5.132,1.8509,2.158
5.133,1.8509,2.158
5.134,1.8509,2.1581
5.135,1.8509,2.1581
5.136,1.8509,2.1581
5.137,1.8509,2.1581
5.138,1.8509,2.1581
5.139,1.8509,2.1582
5.14,1.8509,2.1582
5.141,1.8509,2.1582
5.142,1.8509,2.1582
5.143,1.8509,2.1583
5.144,1.8509,2.1583
5.145,1.8509,2.1583
5.146,1.8509,2.1583
5.147,1.8509,2.1583
5.148,1.8509,2.1584
5.149,1.8509,2.1584
5.15,1.8509,2.1584
5.151,1.8509,2.1584
5.152,1.8509,2.1585
5.153,1.8509,2.1585
5.154,1.8509,2.1585
5.155,1.8509,2.1585
5.156,1.8509,2.1585
5.157,1.8509,2.1586
5.158,1.8509,2.1586
5.159,1.8509,2.1586
5.16,1.8509,2.1586
5.161,1.8509,2.1587
5.162,1.8509,2.1587
5.163,1.8509,2.1587
5.164,1.8509,2.1587
5.165,1.8509,2.1587
5.166,1.8509,2.1588
5.167,1.8509,2.1588
5.168,1.8509,2.1588
5.169,1.8509,2.1588
5.17,1.8509,2.1589
5.171,1.8509,2.1589
5.172,1.8509,2.1589
5.173,1.8509,2.1589
5.174,1.8509,2.1589
5.175,1.8509,2.159
5.176,1.8509,2.159
5.177,1.8509,2.159
5.178,1.8509,2.159
5.179,1.8509,2.1591
5.18,1.8509,2.1591
5.181,1.8509,2.1591
5.182,1.8509,2.1591
5.183,1.8509,2.1591
5.184,1.8509,2.159
5.185,1.8509,2.159
5.186,1.8509,2.159
5.187,1.8509,2.159
5.188,1.8509,2.159
5.189,1.8509,2.159
5.19,1.8509,2.1589
5.191,1.8509,2.1589
5.192,1.8509,2.1589
5.193,1.8509,2.1589
5.194,1.8509,2.1589
5.195,1.8509,2.1589
5.196,1.8509,2.1588
5.197,1.8509,2.1588
5.198,1.8509,2.1588
5.199,1.8509,2.1588
5.2,1.8509,2.1588
5.201,1.8509,2.1587
5.202,1.8509,2.1587
5.203,1.8509,2.1587
5.204,1.8509,2.1587
5.205,1.8509,2.1587
5.206,1.8509,2.1587
5.207,1.8509,2.1586
5.208,1.8509,2.1586
5.209,1.8509,2.1586
5.21,1.8509,2.1586
5.211,1.8509,2.1586
5.212,1.8509,2.1585
5.213,1.8509,2.1585
5.214,1.8509,2.1585
5.215,1.8509,2.1585
5.216,1.8509,2.1585
5.217,1.8509,2.1585
5.218,1.8509,2.1584
5.219,1.8509,2.1584
5.22,1.8509,2.1584
5.221,1.8509,2.1584
5.222,1.8509,2.1584
5.223,1.8509,2.1583
5.224,1.8509,2.1583
5.225,1.8509,2.1583
5.226,1.8509,2.1583
5.227,1.8509,2.1583
5.228,1.8509,2.1583
5.229,1.8509,2.1582
5.23,1.8509,2.1582
5.231,1.8509,2.1582
5.232,1.8509,2.1582
5.233,1.8509,2.1582
5.234,1.8509,2.1581
5.235,1.8509,2.1581
5.236,1.8509,2.1581
5.237,1.8509,2.158
5.238,1.8509,2.158
5.239,1.8509,2.158
5.24,1.8509,2.158
5.241,1.8509,2.1579
5.242,1.8509,2.1579
5.243,1.8509,2.1579
5.244,1.8509,2.1579
5.245,1.8509,2.1578
5.246,1.8509,2.1578
5.247,1.8509,2.1578
5.248,1.8509,2.1578
5.249,1.8509,2.1577
5.25,1.8509,2.1577
5.251,1.8509,2.1577
5.252,1.8509,2.1577
5.253,1.8509,2.1576
5.254,1.8509,2.1576
5.255,1.8509,2.1576
5.256,1.8509,2.1576
5.257,1.8509,2.1575
5.258,1.8509,2.1575
5.259,1.8509,2.1575
5.26,1.8509,2.1575
5.261,1.8509,2.1574
5.262,1.8509,2.1574
5.263,1.8509,2.1574
5.264,1.8509,2.1573
5.265,1.8509,2.1573
5.266,1.8509,2.1573
5.267,1.8509,2.1573
5.268,1.8509,2.1572
5.269,1.8509,2.1572
5.27,1.8509,2.1572
5.271,1.8509,2.1572
5.272,1.8509,2.1571
5.273,1.8509,2.1571
5.274,1.8509,2.1571
5.275,1.8509,2.1571
5.276,1.8509,2.157
5.277,1.8509,2.157
5.278,1.8509,2.157
5.279,1.8509,2.157
5.28,1.8509,2.1569
5.281,1.8509,2.1569
5.282,1.8509,2.1569
5.283,1.8509,2.1569
5.284,1.8509,2.1568
5.285,1.8509,2.1568
5.286,1.8509,2.1568
5.287,1.8509,2.1568
5.288,1.8509,2.1568
5.289,1.8509,2.1568
5.29,1.8509,2.1567
5.291,1.8509,2.1567
5.292,1.8509,2.1567
5.293,1.8509,2.1567
5.294,1.8509,2.1567
5.295,1.8509,2.1567
5.296,1.8509,2.1566
5.297,1.8509,2.1566
5.298,1.8509,2.1566
5.299,1.8509,2.1566
5.3,1.8509,2.1566
5.301,1.8509,2.1565
5.302,1.8509,2.1565
5.303,1.8509,2.1565
5.304,1.8509,2.1565
5.305,1.8509,2.1565
5.306,1.8509,2.1565
5.307,1.8509,2.1564
5.308,1.8509,2.1564
5.309,1.8509,2.1564
5.31,1.8509,2.1564
5.311,1.8509,2.1564
5.312,1.8509,2.1563
5.313,1.8509,2.1563
5.314,1.8509,2.1563
5.315,1.8509,2.1563
5.316,1.8509,2.1563
5.317,1.8509,2.1563
5.318,1.8509,2.1562
5.319,1.8509,2.1562
5.32,1.8509,2.1562
5.321,1.8509,2.1562
5.322,1.8509,2.1562
5.323,1.8509,2.1561
5.324,1.8509,2.1561
5.325,1.8509,2.1561
5.326,1.8509,2.1561
5.327,1.8509,2.1561
5.328,1.8509,2.1561
5.329,1.8509,2.156
5.33,1.8509,2.156
5.331,1.8509,2.156
5.332,1.8509,2.156
5.333,1.8509,2.1559
5.334,1.8509,2.1559
5.335,1.8509,2.1559
5.336,1.8509,2.1558
5.337,1.8509,2.1558
5.338,1.8509,2.1558
5.339,1.8509,2.1557
5.34,1.8509,2.1557
5.341,1.8509,2.1557
5.342,1.8509,2.1556
5.343,1.8509,2.1556
5.344,1.8509,2.1556
5.345,1.8509,2.1555
5.346,1.8509,2.1555
5.347,1.8509,2.1555
5.348,1.8509,2.1554
5.349,1.8509,2.1554
5.35,1.8509,2.1554
5.351,1.8509,2.1553
5.352,1.8509,2.1553
5.353,1.8509,2.1553
5.354,1.8509,2.1552
5.355,1.8509,2.1552
5.356,1.8509,2.1552
5.357,1.8509,2.1551
5.358,1.8509,2.1551
5.359,1.8509,2.1551
5.36,1.8509,2.155
5.361,1.8509,2.155
5.362,1.8509,2.155
5.363,1.8509,2.1549
5.364,1.8509,2.1549
5.365,1.8509,2.1549
5.366,1.8509,2.1548
5.367,1.8509,2.1548
5.368,1.8509,2.1547
5.369,1.8509,2.1547
5.37,1.8509,2.1547
5.371,1.8509,2.1546
5.372,1.8509,2.1546
5.373,1.8509,2.1546
5.374,1.8509,2.1545
5.375,1.8509,2.1545
5.376,1.8509,2.1545
5.377,1.8509,2.1544
5.378,1.8509,2.1544
5.379,1.8509,2.1544
5.38,1.8509,2.1543
5.381,1.8509,2.1543
5.382,1.8509,2.1543
5.383,1.8509,2.1543
5.384,1.8509,2.1544
5.385,1.8509,2.1544
5.386,1.8509,2.1544
5.387,1.8509,2.1544
5.388,1.8509,2.1544
5.389,1.8509,2.1544
5.39,1.8509,2.1545
5.391,1.8509,2.1545
5.392,1.8509,2.1545
5.393,1.8509,2.1545
5.394,1.8509,2.1545
5.395,1.8509,2.1545
5.396,1.8509,2.1546
5.397,1.8509,2.1546
5.398,1.8509,2.1546
5.399,1.8509,2.1546
5.4,1.8509,2.1546
5.401,1.8509,2.1547
5.402,1.8509,2.1547
5.403,1.8509,2.1547
5.404,1.8509,2.1547
5.405,1.8509,2.1547
5.406,1.8509,2.1547
5.407,1.8509,2.1548
5.408,1.8509,2.1548
5.409,1.8509,2.1548
5.41,1.8509,2.1548
5.411,1.8509,2.1548
5.412,1.8509,2.1549
5.413,1.8509,2.1549
5.414,1.8509,2.1549
