Run ID,At [m^2],Dfg_Outer [m],Dfg_Inner [m],Lfg [m],ISP [s^-1],Delta-V [m/s],Apogee [m],O/F Ratio Max
5353,0.004,0.151,0.055,0.5,214.14,341.53,6828.8,3.5766
5361,0.004,0.151,0.06,0.5,214.18,332.26,6465.9,3.5848
5369,0.004,0.151,0.065,0.5,214.2,322.09,6078.9,3.5933
5377,0.004,0.151,0.07,0.5,214.22,310.82,5664,3.6021
5385,0.004,0.151,0.075,0.5,214.24,298.62,5230.8,3.6112
5386,0.004,0.151,0.075,0.6,210.65,306.35,5486.2,3.0069
5393,0.004,0.151,0.08,0.5,214.25,285.43,4781.6,3.6205
5394,0.004,0.151,0.08,0.6,210.81,293.05,5022.9,3.0146
5401,0.004,0.153,0.04,0.5,214.03,374.83,8213.5,3.5594
5409,0.004,0.153,0.045,0.5,214.07,368.53,7942.1,3.566
5417,0.004,0.153,0.05,0.5,214.12,361.28,7635.4,3.5731
5425,0.004,0.153,0.055,0.5,214.15,353.03,7293.3,3.5807
5433,0.004,0.153,0.06,0.5,214.18,343.71,6916.4,3.5887
5441,0.004,0.153,0.065,0.5,214.21,333.49,6514.2,3.5971
5449,0.004,0.153,0.07,0.5,214.23,322.24,6085.2,3.6058
5450,0.004,0.153,0.07,0.6,210.51,330.28,6371.4,3.0023
5457,0.004,0.153,0.075,0.5,214.24,310.05,5636.5,3.6147
5458,0.004,0.153,0.075,0.6,210.68,318.04,5910.6,3.0098
5465,0.004,0.153,0.08,0.5,214.25,296.79,5167.8,3.6239
5466,0.004,0.153,0.08,0.6,210.83,304.69,5427.4,3.0174
5473,0.004,0.155,0.04,0.5,214.04,386.55,8731.6,3.5639
5481,0.004,0.155,0.045,0.5,214.08,380.29,8453.6,3.5703
5489,0.004,0.155,0.05,0.5,214.12,372.93,8132.5,3.5773
5497,0.004,0.155,0.055,0.5,214.16,364.71,7780.8,3.5847
5505,0.004,0.155,0.06,0.5,214.19,355.42,7392.5,3.5926
5513,0.004,0.155,0.065,0.5,214.21,345.15,6974.6,3.6008
5521,0.004,0.155,0.07,0.5,214.23,333.84,6528.5,3.6093
5522,0.004,0.155,0.07,0.6,210.54,342.22,6837.2,3.0053
5529,0.004,0.155,0.075,0.5,214.25,321.59,6061.4,3.6181
5530,0.004,0.155,0.075,0.6,210.7,329.92,6357.7,3.0126
5537,0.004,0.155,0.08,0.5,214.26,308.34,5575.3,3.6272
5538,0.004,0.155,0.08,0.6,210.86,316.51,5854.2,3.0201
5545,0.0045,0.135,0.04,0.5,209.35,273,4380.7,3.5307
5553,0.0045,0.135,0.045,0.5,209.4,266.9,4188.7,3.5387
5561,0.0045,0.135,0.05,0.5,209.44,259.85,3971.5,3.5473
5569,0.0045,0.135,0.055,0.5,209.48,251.84,3732.1,3.5565
5577,0.0045,0.135,0.06,0.5,209.51,242.89,3473.3,3.566
5585,0.0045,0.135,0.065,0.5,209.54,233.03,3198.4,3.576
5593,0.0045,0.135,0.07,0.5,209.55,222.19,2909.4,3.5862
5601,0.0045,0.135,0.075,0.5,209.57,210.39,2610.1,3.5967
5609,0.0045,0.135,0.08,0.5,209.57,197.72,2306.6,3.6086
5610,0.0045,0.135,0.08,0.6,206.26,203.3,2429.4,3.0071
5617,0.0045,0.137,0.04,0.5,209.36,282.69,4695.7,3.5355
5625,0.0045,0.137,0.045,0.5,209.41,276.57,4496.1,3.5433
5633,0.0045,0.137,0.05,0.5,209.45,269.48,4270.1,3.5518
5641,0.0045,0.137,0.055,0.5,209.49,261.51,4022.8,3.5607
5649,0.0045,0.137,0.06,0.5,209.52,252.53,3752.9,3.5701
5657,0.0045,0.137,0.065,0.5,209.54,242.62,3465.9,3.5799
5665,0.0045,0.137,0.07,0.5,209.56,231.8,3165.4,3.5899
5673,0.0045,0.137,0.075,0.5,209.57,220.02,2853.4,3.6002
5681,0.0045,0.137,0.08,0.5,209.58,207.29,2534.5,3.6107
5682,0.0045,0.137,0.08,0.6,206.28,213.12,2668.9,3.0071
5689,0.0045,0.139,0.04,0.5,209.37,292.55,5027.2,3.5403
5697,0.0045,0.139,0.045,0.5,209.42,286.41,4819.7,3.548
5705,0.0045,0.139,0.05,0.5,209.46,279.36,4587,3.5562
5713,0.0045,0.139,0.055,0.5,209.5,271.35,4329.5,3.565
5721,0.0045,0.139,0.06,0.5,209.53,262.39,4050.3,3.5742
5729,0.0045,0.139,0.065,0.5,209.55,252.44,3750.8,3.5838
5737,0.0045,0.139,0.07,0.5,209.57,241.57,3436.7,3.5936
5745,0.0045,0.139,0.075,0.5,209.58,229.81,3111.9,3.6037
5746,0.0045,0.139,0.075,0.6,206.15,236.04,3270.9,3.0009
5753,0.0045,0.139,0.08,0.5,209.58,217.03,2777.1,3.614
5754,0.0045,0.139,0.08,0.6,206.31,223.11,2923.8,3.0095
5761,0.0045,0.141,0.04,0.5,209.38,302.65,5378.3,3.5451
5769,0.0045,0.141,0.045,0.5,209.43,296.48,5162.7,3.5526
5777,0.0045,0.141,0.05,0.5,209.47,289.39,4920.8,3.5607
5785,0.0045,0.141,0.055,0.5,209.5,281.35,4652.8,3.5692
5793,0.0045,0.141,0.06,0.5,209.53,272.42,4364.2,3.5783
5801,0.0045,0.141,0.065,0.5,209.55,262.49,4053.9,3.5876
5809,0.0045,0.141,0.07,0.5,209.57,251.58,3725.8,3.5973
5817,0.0045,0.141,0.075,0.5,209.58,239.76,3386,3.6073
5818,0.0045,0.141,0.075,0.6,206.17,246.25,3558.4,3.0039
5825,0.0045,0.141,0.08,0.5,209.59,226.99,3036.8,3.6174
5826,0.0045,0.141,0.08,0.6,206.33,233.33,3196.7,3.0123
5833,0.0045,0.143,0.04,0.5,209.39,312.92,5747.2,3.5498
5841,0.0045,0.143,0.045,0.5,209.44,306.71,5523.4,3.5571
5849,0.0045,0.143,0.05,0.5,209.48,299.67,5274.4,3.565
5857,0.0045,0.143,0.055,0.5,209.51,291.58,4995.7,3.5735
5865,0.0045,0.143,0.06,0.5,209.54,282.62,4695.3,3.5823
5873,0.0045,0.143,0.065,0.5,209.56,272.65,4371.9,3.5915
5881,0.0045,0.143,0.07,0.5,209.58,261.75,4031.6,3.601
5889,0.0045,0.143,0.075,0.5,209.59,249.88,3676.4,3.6108
5890,0.0045,0.143,0.075,0.6,206.2,256.68,3865.1,3.0068
5897,0.0045,0.143,0.08,0.5,209.6,237.12,3312.5,3.6207
5898,0.0045,0.143,0.08,0.6,206.35,243.72,3486.3,3.0151
5905,0.0045,0.145,0.04,0.5,209.4,323.36,6134.7,3.5545
5913,0.0045,0.145,0.045,0.5,209.45,317.19,5905,3.5616
5921,0.0045,0.145,0.05,0.5,209.48,310.11,5646.3,3.5694
5929,0.0045,0.145,0.055,0.5,209.52,302.06,5359.1,3.5776
5937,0.0045,0.145,0.06,0.5,209.54,293.05,5046.4,3.5863
5945,0.0045,0.145,0.065,0.5,209.57,283.03,4709.6,3.5954
5953,0.0045,0.145,0.07,0.5,209.58,272.16,4356.9,3.6047
5954,0.0045,0.145,0.07,0.6,206.06,279.3,4572.4,3.0018
5961,0.0045,0.145,0.075,0.5,209.59,260.23,3985.8,3.6143
5962,0.0045,0.145,0.075,0.6,206.22,267.3,4189.6,3.0097
5969,0.0045,0.145,0.08,0.5,209.6,247.42,3605,3.6241
5970,0.0045,0.145,0.08,0.6,206.38,254.35,3795.5,3.0179
5977,0.0045,0.147,0.04,0.5,209.41,334.04,6544.2,3.5591
5985,0.0045,0.147,0.045,0.5,209.45,327.84,6305.8,3.5661
5993,0.0045,0.147,0.05,0.5,209.49,320.73,6037.2,3.5737
6001,0.0045,0.147,0.055,0.5,209.52,312.64,5738.9,3.5818
6009,0.0045,0.147,0.06,0.5,209.55,303.66,5416.2,3.5903
6017,0.0045,0.147,0.065,0.5,209.57,293.66,5067.9,3.5992
6025,0.0045,0.147,0.07,0.5,209.59,282.74,4700.2,3.6084
6026,0.0045,0.147,0.07,0.6,206.08,290.14,4932,3.0048
6033,0.0045,0.147,0.075,0.5,209.6,270.82,4315,3.6178
6034,0.0045,0.147,0.075,0.6,206.24,278.15,4534.9,3.0126
6041,0.0045,0.147,0.08,0.5,209.6,257.95,3916.9,3.6274
6042,0.0045,0.147,0.08,0.6,206.4,265.15,4123,3.0206
6049,0.0045,0.149,0.04,0.5,209.42,344.89,6973.8,3.5637
6057,0.0045,0.149,0.045,0.5,209.46,338.67,6726.5,3.5706
6065,0.0045,0.149,0.05,0.5,209.5,331.59,6450.6,3.578
6073,0.0045,0.149,0.055,0.5,209.53,323.47,6140.7,3.5859
6081,0.0045,0.149,0.06,0.5,209.55,314.44,5805.3,3.5943
6089,0.0045,0.149,0.065,0.5,209.58,304.47,5445.4,3.603
6090,0.0045,0.149,0.065,0.6,205.94,312.15,5704.1,3.0003
6097,0.0045,0.149,0.07,0.5,209.59,293.49,5062.4,3.612
6098,0.0045,0.149,0.07,0.6,206.11,301.14,5311.2,3.0078
6105,0.0045,0.149,0.075,0.5,209.6,281.52,4660.7,3.6213
6106,0.0045,0.149,0.075,0.6,206.27,289.17,4899.7,3.0155
6113,0.0045,0.149,0.08,0.5,209.61,268.65,4246.9,3.6308
6114,0.0045,0.149,0.08,0.6,206.42,276.12,4469.6,3.0234
6121,0.0045,0.151,0.04,0.5,209.43,355.93,7424.2,3.5683
6129,0.0045,0.151,0.045,0.5,209.47,349.75,7170.7,3.575
6137,0.0045,0.151,0.05,0.5,209.5,342.64,6884.5,3.5823
6145,0.0045,0.151,0.055,0.5,209.53,334.54,6565.5,3.59
6153,0.0045,0.151,0.06,0.5,209.56,325.47,6217.1,3.5982
6161,0.0045,0.151,0.065,0.5,209.58,315.45,5842.8,3.6068
6162,0.0045,0.151,0.065,0.6,205.97,323.46,6122.2,3.0035
6169,0.0045,0.151,0.07,0.5,209.6,304.41,5444.1,3.6156
6170,0.0045,0.151,0.07,0.6,206.13,312.4,5713.3,3.0108
6177,0.0045,0.151,0.075,0.5,209.61,292.46,5027.7,3.6248
6178,0.0045,0.151,0.075,0.6,206.29,300.38,5284.6,3.0184
6185,0.0045,0.151,0.08,0.5,209.61,279.53,4595.8,3.6341
6186,0.0045,0.151,0.08,0.6,206.44,287.34,4838.2,3.0262
6193,0.0045,0.153,0.04,0.5,209.43,367.22,7899.3,3.5728
6201,0.0045,0.153,0.045,0.5,209.47,361,7636.6,3.5794
6209,0.0045,0.153,0.05,0.5,209.51,353.86,7339.7,3.5865
6217,0.0045,0.153,0.055,0.5,209.54,345.79,7011.6,3.5941
6225,0.0045,0.153,0.06,0.5,209.56,336.67,6649.8,3.6022
6233,0.0045,0.153,0.065,0.5,209.58,326.67,6263.5,3.6105
6234,0.0045,0.153,0.065,0.6,205.99,334.87,6559.2,3.0066
6241,0.0045,0.153,0.07,0.5,209.6,315.65,5851.1,3.6193
6242,0.0045,0.153,0.07,0.6,206.16,323.84,6136.7,3.0138
6249,0.0045,0.153,0.075,0.5,209.61,303.64,5417.3,3.6282
6250,0.0045,0.153,0.075,0.6,206.31,311.76,5690.4,3.0213
6257,0.0045,0.153,0.08,0.5,209.62,290.65,4966.6,3.6374
6258,0.0045,0.153,0.08,0.6,206.46,298.74,5227.4,3.0289
6265,0.0045,0.155,0.04,0.5,209.44,378.69,8397,3.5773
6273,0.0045,0.155,0.045,0.5,209.48,372.51,8127.9,3.5837
6281,0.0045,0.155,0.05,0.5,209.52,365.33,7820.1,3.5907
6289,0.0045,0.155,0.055,0.5,209.55,357.22,7479.8,3.5982
6297,0.0045,0.155,0.06,0.5,209.57,348.13,7107.1,3.6061
6298,0.0045,0.155,0.06,0.6,205.85,356.63,7433.4,3.0029
6305,0.0045,0.155,0.065,0.5,209.59,338.08,6705.7,3.6143
6306,0.0045,0.155,0.065,0.6,206.02,346.61,7024.2,3.0097
6313,0.0045,0.155,0.07,0.5,209.6,327.01,6276.9,3.6229
6314,0.0045,0.155,0.07,0.6,206.18,335.53,6585,3.0168
6321,0.0045,0.155,0.075,0.5,209.61,315,5827.7,3.6317
6322,0.0045,0.155,0.075,0.6,206.34,323.4,6120.5,3.0242
6329,0.0045,0.155,0.08,0.5,209.62,302.01,5360.3,3.6407
6330,0.0045,0.155,0.08,0.6,206.49,310.31,5638.1,3.0317
6337,0.005,0.135,0.04,0.5,205.02,267.44,4213.6,3.5412
6345,0.005,0.135,0.045,0.5,205.07,261.44,4028,3.5493
6353,0.005,0.135,0.05,0.5,205.11,254.49,3818.1,3.558
6361,0.005,0.135,0.055,0.5,205.14,246.67,3588.7,3.5671
6369,0.005,0.135,0.06,0.5,205.16,237.87,3338.7,3.5768
6377,0.005,0.135,0.065,0.5,205.18,228.16,3073.3,3.5867
6385,0.005,0.135,0.07,0.5,205.19,217.56,2795.9,3.597
6393,0.005,0.135,0.075,0.5,205.2,206.02,2508.6,3.6074
6394,0.005,0.135,0.075,0.6,201.97,211.86,2642.6,3.0042
6401,0.005,0.135,0.08,0.5,205.2,193.62,2217.1,3.6181
6402,0.005,0.135,0.08,0.6,202.12,199.29,2339.5,3.0131
6409,0.005,0.137,0.04,0.5,205.03,276.91,4515.7,3.5461
6417,0.005,0.137,0.045,0.5,205.08,270.88,4322.7,3.554
6425,0.005,0.137,0.05,0.5,205.11,263.97,4106.4,3.5625
6433,0.005,0.137,0.055,0.5,205.15,256.12,3867.4,3.5714
6441,0.005,0.137,0.06,0.5,205.17,247.34,3608.6,3.5808
6449,0.005,0.137,0.065,0.5,205.19,237.66,3333.2,3.5906
6457,0.005,0.137,0.07,0.5,205.2,227.01,3042.9,3.6007
6465,0.005,0.137,0.075,0.5,205.21,215.42,2741.8,3.611
6466,0.005,0.137,0.075,0.6,201.99,221.51,2887.8,3.0072
6473,0.005,0.137,0.08,0.5,205.21,202.97,2435.5,3.6215
6474,0.005,0.137,0.08,0.6,202.15,208.89,2569.5,3.0159
6481,0.005,0.139,0.04,0.5,205.04,286.61,4835.8,3.5509
6489,0.005,0.139,0.045,0.5,205.09,280.55,4635.2,3.5587
6497,0.005,0.139,0.05,0.5,205.12,273.61,4410.2,3.5669
6505,0.005,0.139,0.055,0.5,205.15,265.79,4163.5,3.5757
6513,0.005,0.139,0.06,0.5,205.18,256.98,3893.7,3.5849
6521,0.005,0.139,0.065,0.5,205.19,247.25,3606.3,3.5945
6529,0.005,0.139,0.07,0.5,205.21,236.62,3304.8,3.6044
6530,0.005,0.139,0.07,0.6,201.85,243.08,3474.4,3.0017
6537,0.005,0.139,0.075,0.5,205.21,225.05,2991.1,3.6145
6538,0.005,0.139,0.075,0.6,202.02,231.39,3149.9,3.0101
6545,0.005,0.139,0.08,0.5,205.21,212.54,2669.6,3.6248
6546,0.005,0.139,0.08,0.6,202.17,218.72,2816,3.0187
6553,0.005,0.141,0.04,0.5,205.05,296.47,5172.4,3.5557
6561,0.005,0.141,0.045,0.5,205.09,290.39,4964,3.5632
6569,0.005,0.141,0.05,0.5,205.13,283.48,4732.4,3.5713
6577,0.005,0.141,0.055,0.5,205.16,275.63,4475.7,3.58
6585,0.005,0.141,0.06,0.5,205.18,266.77,4194.7,3.589
6593,0.005,0.141,0.065,0.5,205.2,257.07,3897,3.5984
6601,0.005,0.141,0.07,0.5,205.21,246.39,3582,3.6081
6602,0.005,0.141,0.07,0.6,201.88,253.1,3765.4,3.0048
6609,0.005,0.141,0.075,0.5,205.22,234.77,3253.9,3.6181
6610,0.005,0.141,0.075,0.6,202.04,241.43,3428,3.0131
6617,0.005,0.141,0.08,0.5,205.22,222.27,2918.5,3.6282
6618,0.005,0.141,0.08,0.6,202.19,228.72,3078,3.0215
6625,0.005,0.143,0.04,0.5,205.06,306.5,5526.3,3.5604
6633,0.005,0.143,0.045,0.5,205.1,300.46,5312.2,3.5678
6641,0.005,0.143,0.05,0.5,205.14,293.52,5071.6,3.5757
6649,0.005,0.143,0.055,0.5,205.16,285.63,4804.5,3.5842
6657,0.005,0.143,0.06,0.5,205.19,276.8,4514.2,3.5931
6665,0.005,0.143,0.065,0.5,205.2,267.05,4203.9,3.6023
6673,0.005,0.143,0.07,0.5,205.21,256.33,3875.2,3.6118
6674,0.005,0.143,0.07,0.6,201.9,263.35,4075.1,3.0079
6681,0.005,0.143,0.075,0.5,205.22,244.72,3534.1,3.6216
6682,0.005,0.143,0.075,0.6,202.06,251.64,3722.6,3.016
6689,0.005,0.143,0.08,0.5,205.22,232.16,3182.9,3.6316
6690,0.005,0.143,0.08,0.6,202.21,238.94,3358.1,3.0243
6697,0.005,0.145,0.04,0.5,205.07,316.77,5900.4,3.5651
6705,0.005,0.145,0.045,0.5,205.11,310.7,5678.3,3.5724
6713,0.005,0.145,0.05,0.5,205.14,303.73,5428.3,3.5801
6721,0.005,0.145,0.055,0.5,205.17,295.87,5153.1,3.5884
6729,0.005,0.145,0.06,0.5,205.19,287,4851,3.5971
6737,0.005,0.145,0.065,0.5,205.21,277.2,4527.8,3.6061
6738,0.005,0.145,0.065,0.6,201.76,284.53,4752.9,3.0032
6745,0.005,0.145,0.07,0.5,205.22,266.5,4187.1,3.6155
6746,0.005,0.145,0.07,0.6,201.93,273.78,4402.4,3.0109
6753,0.005,0.145,0.075,0.5,205.23,254.9,3832.8,3.6251
6754,0.005,0.145,0.075,0.6,202.09,262.02,4034.3,3.0189
6761,0.005,0.145,0.08,0.5,205.23,242.29,3465.1,3.635
6762,0.005,0.145,0.08,0.6,202.24,249.34,3655.1,3.0271
6769,0.005,0.147,0.04,0.5,205.08,327.21,6293.2,3.5698
6777,0.005,0.147,0.045,0.5,205.12,321.11,6062.7,3.5768
6785,0.005,0.147,0.05,0.5,205.15,314.17,5805.7,3.5844
6793,0.005,0.147,0.055,0.5,205.17,306.27,5519.7,3.5925
6801,0.005,0.147,0.06,0.5,205.2,297.43,5207.9,3.6011
6809,0.005,0.147,0.065,0.5,205.21,287.59,4871.5,3.61
6810,0.005,0.147,0.065,0.6,201.79,295.17,5113,3.0063
6817,0.005,0.147,0.07,0.5,205.22,276.9,4518.5,3.6192
6818,0.005,0.147,0.07,0.6,201.95,284.37,4747.9,3.014
6825,0.005,0.147,0.075,0.5,205.23,265.18,4146.5,3.6286
6826,0.005,0.147,0.075,0.6,202.11,272.63,4366.1,3.0218
6833,0.005,0.147,0.08,0.5,205.23,252.58,3764.1,3.6383
6834,0.005,0.147,0.08,0.6,202.26,259.9,3969.8,3.0299
6841,0.005,0.149,0.04,0.5,205.08,337.82,6705.3,3.5744
6849,0.005,0.149,0.045,0.5,205.12,331.76,6468.9,3.5813
6857,0.005,0.149,0.05,0.5,205.15,324.79,6202.2,3.5888
6865,0.005,0.149,0.055,0.5,205.18,316.85,5905.2,3.5967
6873,0.005,0.149,0.06,0.5,205.2,307.97,5581.2,3.6051
6874,0.005,0.149,0.06,0.6,201.65,315.8,5847.9,3.0023
6881,0.005,0.149,0.065,0.5,205.22,298.21,5235.9,3.6138
6882,0.005,0.149,0.065,0.6,201.82,306.05,5494.7,3.0095
6889,0.005,0.149,0.07,0.5,205.23,287.41,4865.9,3.6228
6890,0.005,0.149,0.07,0.6,201.98,295.21,5114.5,3.017
6897,0.005,0.149,0.075,0.5,205.23,275.7,4480.1,3.6321
6898,0.005,0.149,0.075,0.6,202.13,283.42,4716.5,3.0247
6905,0.005,0.149,0.08,0.5,205.24,263.1,4082.6,3.6416
6906,0.005,0.149,0.08,0.6,202.28,270.63,4302.7,3.0327
6913,0.005,0.151,0.04,0.5,205.09,348.67,7140.3,3.579
6921,0.005,0.151,0.045,0.5,205.13,342.58,6895.2,3.5857
6929,0.005,0.151,0.05,0.5,205.16,335.58,6618.4,3.593
6937,0.005,0.151,0.055,0.5,205.18,327.67,6312.8,3.6008
6945,0.005,0.151,0.06,0.5,205.2,318.81,5978.7,3.609
6946,0.005,0.151,0.06,0.6,201.68,326.9,6263.7,3.0056
6953,0.005,0.151,0.065,0.5,205.22,308.94,5617.1,3.6176
6954,0.005,0.151,0.065,0.6,201.84,317.04,5894,3.0127
6961,0.005,0.151,0.07,0.5,205.23,298.15,5234.3,3.6265
6962,0.005,0.151,0.07,0.6,202,306.22,5500.9,3.0201
6969,0.005,0.151,0.075,0.5,205.24,286.45,4834.4,3.6356
6970,0.005,0.151,0.075,0.6,202.16,294.45,5088.6,3.0276
6977,0.005,0.151,0.08,0.5,205.24,273.8,4419.4,3.645
6978,0.005,0.151,0.08,0.6,202.3,281.67,4659.1,3.0354
6985,0.005,0.153,0.04,0.5,205.1,359.71,7596.2,3.5835
6993,0.005,0.153,0.045,0.5,205.13,353.66,7345,3.5901
7001,0.005,0.153,0.05,0.5,205.16,346.62,7058,3.5973
7009,0.005,0.153,0.055,0.5,205.19,338.67,6740.8,3.6049
7010,0.005,0.153,0.055,0.6,201.53,347.03,7053.4,3.0021
7017,0.005,0.153,0.06,0.5,205.21,329.77,6393.9,3.613
7018,0.005,0.153,0.06,0.6,201.7,338.18,6700.6,3.0088
7025,0.005,0.153,0.065,0.5,205.22,319.92,6020.6,3.6214
7026,0.005,0.153,0.065,0.6,201.87,328.28,6316.5,3.0158
7033,0.005,0.153,0.07,0.5,205.23,309.14,5624.8,3.6301
7034,0.005,0.153,0.07,0.6,202.03,317.48,5910.4,3.0231
7041,0.005,0.153,0.075,0.5,205.24,297.38,5208.1,3.6391
7042,0.005,0.153,0.075,0.6,202.18,305.66,5481,3.0305
7049,0.005,0.153,0.08,0.5,205.24,284.67,4775.1,3.6483
7050,0.005,0.153,0.08,0.6,202.32,292.83,5033.1,3.0382
7057,0.005,0.155,0.04,0.5,205.1,370.99,8076.8,3.588
7065,0.005,0.155,0.045,0.5,205.14,364.91,7816.5,3.5945
7073,0.005,0.155,0.05,0.5,205.17,357.9,7521.9,3.6015
7081,0.005,0.155,0.055,0.5,205.19,349.92,7192.8,3.609
7082,0.005,0.155,0.055,0.6,201.56,358.46,7522.5,3.0055
7089,0.005,0.155,0.06,0.5,205.21,340.97,6832.6,3.6169
7090,0.005,0.155,0.06,0.6,201.73,349.65,7159.5,3.0121
7097,0.005,0.155,0.065,0.5,205.23,331.14,6447.5,3.6251
7098,0.005,0.155,0.065,0.6,201.89,339.77,6763.5,3.0189
7105,0.005,0.155,0.07,0.5,205.24,320.24,6033.2,3.6337
7106,0.005,0.155,0.07,0.6,202.05,328.92,6341.3,3.0261
7113,0.005,0.155,0.075,0.5,205.24,308.49,5601.9,3.6426
7114,0.005,0.155,0.075,0.6,202.2,317.04,5894.4,3.0334
7121,0.005,0.155,0.08,0.5,205.25,295.71,5150.6,3.6516
7122,0.005,0.155,0.08,0.6,202.34,304.22,5430.2,3.0409
7129,0.0055,0.135,0.04,0.5,200.92,261.94,4051.7,3.55
7137,0.0055,0.135,0.045,0.5,200.95,256.1,3874.4,3.558
7145,0.0055,0.135,0.05,0.5,200.99,249.26,3671.7,3.5667
7153,0.0055,0.135,0.055,0.5,201.01,241.57,3450.2,3.5759
7161,0.0055,0.135,0.06,0.5,201.03,232.98,3210.6,3.5855
7169,0.0055,0.135,0.065,0.5,201.05,223.5,2956.1,3.5955
7177,0.0055,0.135,0.07,0.5,201.06,213.07,2688.3,3.6058
7178,0.0055,0.135,0.07,0.6,197.87,219.12,2831.8,3.003
7185,0.0055,0.135,0.075,0.5,201.06,201.79,2412.6,3.6163
7186,0.0055,0.135,0.075,0.6,198.03,207.71,2545.8,3.0118
7193,0.0055,0.135,0.08,0.5,201.06,189.6,2131.3,3.6269
7194,0.0055,0.135,0.08,0.6,198.18,195.34,2252.8,3.0206
7201,0.0055,0.137,0.04,0.5,200.92,271.25,4343.2,3.5548
7209,0.0055,0.137,0.045,0.5,200.96,265.38,4158.8,3.5627
7217,0.0055,0.137,0.05,0.5,200.99,258.58,3949.8,3.5712
7225,0.0055,0.137,0.055,0.5,201.02,250.86,3719,3.5802
7233,0.0055,0.137,0.06,0.5,201.04,242.23,3469.2,3.5896
7241,0.0055,0.137,0.065,0.5,201.05,232.77,3205.1,3.5994
7249,0.0055,0.137,0.07,0.5,201.06,222.3,2925,3.6095
7250,0.0055,0.137,0.07,0.6,197.9,228.59,3080.7,3.0061
7257,0.0055,0.137,0.075,0.5,201.06,210.97,2636,3.6198
7258,0.0055,0.137,0.075,0.6,198.06,217.13,2781.1,3.0147
7265,0.0055,0.137,0.08,0.5,201.06,198.79,2341.9,3.6303
7266,0.0055,0.137,0.08,0.6,198.2,204.78,2475,3.0235
7273,0.0055,0.139,0.04,0.5,200.93,280.71,4649.9,3.5597
7281,0.0055,0.139,0.045,0.5,200.97,274.82,4458.3,3.5674
7289,0.0055,0.139,0.05,0.5,201,267.99,4241,3.5757
7297,0.0055,0.139,0.055,0.5,201.02,260.3,4002.7,3.5845
7305,0.0055,0.139,0.06,0.5,201.04,251.69,3744.2,3.5937
7313,0.0055,0.139,0.065,0.5,201.06,242.19,3468.6,3.6033
7314,0.0055,0.139,0.065,0.6,197.76,248.81,3646.7,3.001
7321,0.0055,0.139,0.07,0.5,201.07,231.74,3177.6,3.6132
7322,0.0055,0.139,0.07,0.6,197.92,238.28,3346.3,3.0092
7329,0.0055,0.139,0.075,0.5,201.07,220.36,2874.9,3.6234
7330,0.0055,0.139,0.075,0.6,198.08,226.78,3032.6,3.0177
7337,0.0055,0.139,0.08,0.5,201.07,208.13,2566.2,3.6337
7338,0.0055,0.139,0.08,0.6,198.23,214.39,2711.6,3.0263
7345,0.0055,0.141,0.04,0.5,200.94,290.41,4974.8,3.5644
7353,0.0055,0.141,0.045,0.5,200.98,284.49,4775.6,3.572
7361,0.0055,0.141,0.05,0.5,201.01,277.69,4551.9,3.5801
7369,0.0055,0.141,0.055,0.5,201.03,269.97,4303.9,3.5887
7377,0.0055,0.141,0.06,0.5,201.05,261.32,4034.6,3.5978
7385,0.0055,0.141,0.065,0.5,201.06,251.78,3747.2,3.6072
7386,0.0055,0.141,0.065,0.6,197.79,258.64,3939.1,3.0042
7393,0.0055,0.141,0.07,0.5,201.07,241.28,3443.2,3.617
7394,0.0055,0.141,0.07,0.6,197.95,248.14,3627.5,3.0123
7401,0.0055,0.141,0.075,0.5,201.07,229.91,3128.3,3.6269
7402,0.0055,0.141,0.075,0.6,198.1,236.66,3301.3,3.0206
7409,0.0055,0.141,0.08,0.5,201.07,217.69,2806.3,3.6371
7410,0.0055,0.141,0.08,0.6,198.25,224.22,2964.8,3.0291
7417,0.0055,0.143,0.04,0.5,200.95,300.27,5316.2,3.5692
7425,0.0055,0.143,0.045,0.5,200.98,294.32,5109.4,3.5766
7433,0.0055,0.143,0.05,0.5,201.01,287.49,4876.9,3.5845
7441,0.0055,0.143,0.055,0.5,201.04,279.8,4621.2,3.593
7449,0.0055,0.143,0.06,0.5,201.05,271.11,4340.9,3.6019
7457,0.0055,0.143,0.065,0.5,201.07,261.59,4043.3,3.6111
7458,0.0055,0.143,0.065,0.6,197.81,268.7,4249.9,3.0075
7465,0.0055,0.143,0.07,0.5,201.07,251.04,3726,3.6207
7466,0.0055,0.143,0.07,0.6,197.97,258.16,3924.8,3.0154
7473,0.0055,0.143,0.075,0.5,201.08,239.69,3398.6,3.6305
7474,0.0055,0.143,0.075,0.6,198.13,246.64,3584,3.0235
7481,0.0055,0.143,0.08,0.5,201.07,227.41,3061.4,3.6405
7482,0.0055,0.143,0.08,0.6,198.27,234.21,3233.6,3.0319
7489,0.0055,0.145,0.04,0.5,200.95,310.29,5674.9,3.5739
7497,0.0055,0.145,0.045,0.5,200.99,304.39,5462.6,3.5811
7505,0.0055,0.145,0.05,0.5,201.02,297.52,5221.1,3.5889
7513,0.0055,0.145,0.055,0.5,201.04,289.79,4955.3,3.5972
7521,0.0055,0.145,0.06,0.5,201.06,281.13,4665.8,3.6059
7522,0.0055,0.145,0.06,0.6,197.67,288.51,4895.6,3.0031
