Run ID,At [m^2],Dfg_Outer [m],Dfg_Inner [m],Lfg [m],ISP [s^-1],Delta-V [m/s],Apogee [m],O/F Ratio Max
2665,0.0025,0.143,0.04,0.5,229.86,338.76,6693.7,3.4654
2673,0.0025,0.143,0.045,0.5,229.94,332.17,6437.5,3.4726
2681,0.0025,0.143,0.05,0.5,230.02,324.55,6147.6,3.4804
2689,0.0025,0.143,0.055,0.5,230.08,315.92,5826.9,3.4886
2697,0.0025,0.143,0.06,0.5,230.15,306.21,5476.4,3.4973
2705,0.0025,0.143,0.065,0.5,230.2,295.51,5102.7,3.5271
2713,0.0025,0.143,0.07,0.5,230.25,283.77,4707.6,3.556
2721,0.0025,0.143,0.075,0.5,230.29,271.01,4295.8,3.583
2729,0.0025,0.143,0.08,0.5,230.33,257.17,3870.3,3.6086
2730,0.0025,0.143,0.08,0.6,225.59,262.89,4033,3.0071
2737,0.0025,0.145,0.04,0.5,229.87,350.06,7145.1,3.47
2745,0.0025,0.145,0.045,0.5,229.96,343.44,6879.4,3.4771
2753,0.0025,0.145,0.05,0.5,230.03,335.86,6581.1,3.4847
2761,0.0025,0.145,0.055,0.5,230.1,327.19,6247.8,3.4928
2769,0.0025,0.145,0.06,0.5,230.16,317.51,5885.9,3.5012
2777,0.0025,0.145,0.065,0.5,230.21,306.77,5496.8,3.5271
2785,0.0025,0.145,0.07,0.5,230.26,294.98,5084.8,3.556
2793,0.0025,0.145,0.075,0.5,230.3,282.16,4654.9,3.583
2801,0.0025,0.145,0.08,0.5,230.34,268.33,4212,3.6086
2802,0.0025,0.145,0.08,0.6,225.62,274.26,4387.9,3.0071
2809,0.0025,0.147,0.04,0.5,229.89,361.54,7618.8,3.4746
2817,0.0025,0.147,0.045,0.5,229.97,354.97,7346.1,3.4815
2825,0.0025,0.147,0.05,0.5,230.04,347.35,7036.6,3.4889
2833,0.0025,0.147,0.055,0.5,230.11,338.71,6693.2,3.4968
2841,0.0025,0.147,0.06,0.5,230.17,328.99,6317,3.5052
2849,0.0025,0.147,0.065,0.5,230.22,318.2,5912,3.5271
2857,0.0025,0.147,0.07,0.5,230.27,306.43,5485.3,3.556
2865,0.0025,0.147,0.075,0.5,230.31,293.63,5039,3.583
2873,0.0025,0.147,0.08,0.5,230.35,279.73,4576,3.6086
2874,0.0025,0.147,0.08,0.6,225.65,285.88,4766,3.0071
2881,0.0025,0.149,0.04,0.5,229.91,373.28,8118.6,3.4791
2889,0.0025,0.149,0.045,0.5,229.98,366.68,7835.9,3.4858
2897,0.0025,0.149,0.05,0.5,230.06,359.1,7517.7,3.4931
2905,0.0025,0.149,0.055,0.5,230.12,350.42,7161.3,3.5009
2913,0.0025,0.149,0.06,0.5,230.18,340.66,6770.3,3.5091
2921,0.0025,0.149,0.065,0.5,230.23,329.89,6351.9,3.5271
2929,0.0025,0.149,0.07,0.5,230.28,318.07,5907.5,3.556
2937,0.0025,0.149,0.075,0.5,230.32,305.2,5442.2,3.583
2945,0.0025,0.149,0.08,0.5,230.36,291.32,4961,3.6086
2946,0.0025,0.149,0.08,0.6,225.67,297.69,5165.8,3.0071
2953,0.0025,0.151,0.04,0.5,229.92,385.28,8645.6,3.4836
2961,0.0025,0.151,0.045,0.5,230,378.65,8352.6,3.4902
2969,0.0025,0.151,0.05,0.5,230.07,371.03,8022.7,3.4973
2977,0.0025,0.151,0.055,0.5,230.13,362.31,7652.7,3.5049
2985,0.0025,0.151,0.06,0.5,230.19,352.58,7249.7,3.5129
2993,0.0025,0.151,0.065,0.5,230.24,341.83,6817.5,3.5271
3001,0.0025,0.151,0.07,0.5,230.29,329.96,6355,3.556
3009,0.0025,0.151,0.075,0.5,230.33,317.04,5870,3.583
3017,0.0025,0.151,0.08,0.5,230.36,303.09,5367.9,3.6086
3018,0.0025,0.151,0.08,0.6,225.7,309.75,5590.8,3.0071
3025,0.0025,0.153,0.04,0.5,229.94,397.47,9197.8,3.488
3033,0.0025,0.153,0.045,0.5,230.01,390.8,8894.2,3.4945
3041,0.0025,0.153,0.05,0.5,230.08,383.16,8552.1,3.5015
3049,0.0025,0.153,0.055,0.5,230.14,374.47,8171.6,3.5089
3057,0.0025,0.153,0.06,0.5,230.2,364.76,7756.3,3.5168
3065,0.0025,0.153,0.065,0.5,230.25,353.89,7304.2,3.5271
3073,0.0025,0.153,0.07,0.5,230.3,342.03,6826,3.556
3081,0.0025,0.153,0.075,0.5,230.34,329.12,6323.7,3.583
3089,0.0025,0.153,0.08,0.5,230.37,315.11,5800,3.6086
3090,0.0025,0.153,0.08,0.6,225.73,322.07,6042,3.0071
3097,0.0025,0.155,0.04,0.5,229.95,409.85,9775.9,3.4924
3105,0.0025,0.155,0.045,0.5,230.02,403.23,9464.9,3.4987
3113,0.0025,0.155,0.05,0.5,230.09,395.54,9110.4,3.5056
3121,0.0025,0.155,0.055,0.5,230.15,386.89,8719.1,3.5129
3129,0.0025,0.155,0.06,0.5,230.21,377.06,8284.9,3.5206
3137,0.0025,0.155,0.065,0.5,230.26,366.28,7821.6,3.5287
3145,0.0025,0.155,0.07,0.5,230.3,354.37,7324.4,3.556
3153,0.0025,0.155,0.075,0.5,230.34,341.4,6801.5,3.583
3161,0.0025,0.155,0.08,0.5,230.38,327.4,6258.4,3.6086
3162,0.0025,0.155,0.08,0.6,225.76,334.5,6515,3.0071
3169,0.003,0.135,0.04,0.5,224.08,290.16,4921.9,3.478
3177,0.003,0.135,0.045,0.5,224.15,283.71,4706.8,3.4859
3185,0.003,0.135,0.05,0.5,224.22,276.25,4464,3.4944
3193,0.003,0.135,0.055,0.5,224.28,267.8,4196.6,3.5034
3201,0.003,0.135,0.06,0.5,224.33,258.3,3905.8,3.5129
3209,0.003,0.135,0.065,0.5,224.38,247.83,3597.5,3.5271
3217,0.003,0.135,0.07,0.5,224.42,236.35,3273.6,3.556
3225,0.003,0.135,0.075,0.5,224.45,223.87,2938.5,3.583
3233,0.003,0.135,0.08,0.5,224.48,210.41,2597.1,3.6086
3234,0.003,0.135,0.08,0.6,220.18,215.51,2716.2,3.0071
3241,0.003,0.137,0.04,0.5,224.09,300.47,5276.2,3.4827
3249,0.003,0.137,0.045,0.5,224.17,293.99,5052.5,3.4905
3257,0.003,0.137,0.05,0.5,224.23,286.5,4799.9,3.4989
3265,0.003,0.137,0.055,0.5,224.29,278.01,4521.5,3.5077
3273,0.003,0.137,0.06,0.5,224.35,268.55,4220.5,3.517
3281,0.003,0.137,0.065,0.5,224.39,258.11,3900.6,3.5271
3289,0.003,0.137,0.07,0.5,224.43,246.58,3561.8,3.556
3297,0.003,0.137,0.075,0.5,224.46,234.05,3210.7,3.583
3305,0.003,0.137,0.08,0.5,224.49,220.6,2853.8,3.6086
3306,0.003,0.137,0.08,0.6,220.21,225.93,2984,3.0071
3313,0.003,0.139,0.04,0.5,224.11,310.96,5648.9,3.4875
3321,0.003,0.139,0.045,0.5,224.18,304.45,5416.4,3.4951
3329,0.003,0.139,0.05,0.5,224.25,297,5156.3,3.5032
3337,0.003,0.139,0.055,0.5,224.3,288.54,4868.8,3.5119
3345,0.003,0.139,0.06,0.5,224.36,279.04,4555.1,3.521
3353,0.003,0.139,0.065,0.5,224.4,268.49,4219.1,3.5304
3361,0.003,0.139,0.07,0.5,224.44,256.98,3867.1,3.556
3369,0.003,0.139,0.075,0.5,224.47,244.47,3501.5,3.583
3377,0.003,0.139,0.08,0.5,224.5,230.96,3127,3.6086
3378,0.003,0.139,0.08,0.6,220.24,236.58,3271,3.0071
3385,0.003,0.141,0.04,0.5,224.12,321.61,6040.7,3.4922
3393,0.003,0.141,0.045,0.5,224.19,315.15,5801.9,3.4996
3401,0.003,0.141,0.05,0.5,224.26,307.66,5531.4,3.5076
3409,0.003,0.141,0.055,0.5,224.31,299.18,5232.4,3.5161
3417,0.003,0.141,0.06,0.5,224.37,289.7,4908.1,3.525
3425,0.003,0.141,0.065,0.5,224.41,279.17,4560,3.5342
3433,0.003,0.141,0.07,0.5,224.45,267.62,4192.4,3.556
3441,0.003,0.141,0.075,0.5,224.48,255.05,3809.9,3.583
3449,0.003,0.141,0.08,0.5,224.51,241.49,3417.4,3.6086
3450,0.003,0.141,0.08,0.6,220.26,247.34,3573.9,3.0071
3457,0.003,0.143,0.04,0.5,224.14,332.52,6455,3.4969
3465,0.003,0.143,0.045,0.5,224.21,326.03,6207.1,3.5041
3473,0.003,0.143,0.05,0.5,224.27,318.58,5928.8,3.5119
3481,0.003,0.143,0.055,0.5,224.33,310.05,5617.8,3.5202
3489,0.003,0.143,0.06,0.5,224.38,300.53,5280.3,3.529
3497,0.003,0.143,0.065,0.5,224.42,289.96,4917.6,3.5381
3505,0.003,0.143,0.07,0.5,224.46,278.43,4536.4,3.556
3513,0.003,0.143,0.075,0.5,224.49,265.88,4138.8,3.583
3521,0.003,0.143,0.08,0.5,224.51,252.26,3727.7,3.6086
3522,0.003,0.143,0.08,0.6,220.29,258.41,3899.5,3.0071
3529,0.003,0.145,0.04,0.5,224.15,343.6,6890.1,3.5015
3537,0.003,0.145,0.045,0.5,224.22,337.15,6635.6,3.5086
3545,0.003,0.145,0.05,0.5,224.28,329.6,6343.8,3.5162
3553,0.003,0.145,0.055,0.5,224.34,321.11,6023.4,3.5244
3561,0.003,0.145,0.06,0.5,224.38,311.62,5674.9,3.5329
3569,0.003,0.145,0.065,0.5,224.43,301.07,5299.6,3.5419
3577,0.003,0.145,0.07,0.5,224.46,289.49,4902,3.556
3585,0.003,0.145,0.075,0.5,224.5,276.88,4486.7,3.583
3593,0.003,0.145,0.08,0.5,224.52,263.27,4058.7,3.6086
3594,0.003,0.145,0.08,0.6,220.32,269.58,4242.6,3.0071
3601,0.003,0.147,0.04,0.5,224.16,354.94,7349.6,3.5061
3609,0.003,0.147,0.045,0.5,224.23,348.46,7085.6,3.513
3617,0.003,0.147,0.05,0.5,224.29,340.95,6785.6,3.5205
3625,0.003,0.147,0.055,0.5,224.35,332.42,6452.6,3.5285
3633,0.003,0.147,0.06,0.5,224.39,322.88,6090.2,3.5369
3641,0.003,0.147,0.065,0.5,224.44,312.29,5699.7,3.5456
3649,0.003,0.147,0.07,0.5,224.47,300.72,5287.9,3.556
3657,0.003,0.147,0.075,0.5,224.5,288.06,4854.5,3.583
3665,0.003,0.147,0.08,0.5,224.53,274.46,4409.4,3.6086
3666,0.003,0.147,0.08,0.6,220.34,281.01,4608.1,3.0071
3673,0.003,0.149,0.04,0.5,224.18,366.46,7831.5,3.5106
3681,0.003,0.149,0.045,0.5,224.24,359.95,7557.8,3.5174
3689,0.003,0.149,0.05,0.5,224.3,352.48,7249.5,3.5247
3697,0.003,0.149,0.055,0.5,224.36,343.91,6903.7,3.5326
3705,0.003,0.149,0.06,0.5,224.4,334.33,6527.2,3.5408
3713,0.003,0.149,0.065,0.5,224.44,323.76,6123.7,3.5494
3721,0.003,0.149,0.07,0.5,224.48,312.14,5694.8,3.5583
3729,0.003,0.149,0.075,0.5,224.51,299.49,5245.3,3.583
3737,0.003,0.149,0.08,0.5,224.54,285.83,4780.3,3.6086
3738,0.003,0.149,0.08,0.6,220.37,292.69,4997.1,3.0071
3745,0.003,0.151,0.04,0.5,224.19,378.24,8339.9,3.5151
3753,0.003,0.151,0.045,0.5,224.25,371.7,8056.1,3.5218
3761,0.003,0.151,0.05,0.5,224.31,364.19,7736.3,3.5289
3769,0.003,0.151,0.055,0.5,224.36,355.65,7380.5,3.5366
3777,0.003,0.151,0.06,0.5,224.41,346.03,6989.3,3.5447
3785,0.003,0.151,0.065,0.5,224.45,335.41,6569.8,3.5531
3793,0.003,0.151,0.07,0.5,224.49,323.81,6126.1,3.5619
3801,0.003,0.151,0.075,0.5,224.52,311.1,5657.7,3.583
3809,0.003,0.151,0.08,0.5,224.54,297.44,5174.8,3.6086
3810,0.003,0.151,0.08,0.6,220.39,304.55,5408.2,3.0071
3817,0.003,0.153,0.04,0.5,224.2,390.21,8872.6,3.5196
3825,0.003,0.153,0.045,0.5,224.27,383.64,8578.5,3.5261
3833,0.003,0.153,0.05,0.5,224.32,376.16,8250.1,3.5331
3841,0.003,0.153,0.055,0.5,224.37,367.58,7881,3.5406
3849,0.003,0.153,0.06,0.5,224.42,357.99,7477.8,3.5486
3857,0.003,0.153,0.065,0.5,224.46,347.32,7041.8,3.5569
3865,0.003,0.153,0.07,0.5,224.49,335.66,6580.3,3.5655
3873,0.003,0.153,0.075,0.5,224.52,322.96,6095,3.583
3881,0.003,0.153,0.08,0.5,224.55,309.24,5591.3,3.6086
3882,0.003,0.153,0.08,0.6,220.42,316.59,5842.2,3.0071
3889,0.003,0.155,0.04,0.5,224.21,402.37,9430.4,3.524
3897,0.003,0.155,0.045,0.5,224.28,395.84,9129.2,3.5304
3905,0.003,0.155,0.05,0.5,224.33,388.33,8788.8,3.5373
3913,0.003,0.155,0.055,0.5,224.38,379.71,8406,3.5447
3921,0.003,0.155,0.06,0.5,224.43,370.14,7990.8,3.5524
3929,0.003,0.155,0.065,0.5,224.47,359.41,7537.8,3.5606
3937,0.003,0.155,0.07,0.5,224.5,347.77,7060.9,3.569
3945,0.003,0.155,0.075,0.5,224.53,335.02,6555.7,3.583
3953,0.003,0.155,0.08,0.5,224.55,321.23,6030.7,3.6086
3954,0.003,0.155,0.08,0.6,220.44,328.9,6302.7,3.0071
3961,0.0035,0.135,0.04,0.5,218.82,284.43,4736.5,3.5005
3969,0.0035,0.135,0.045,0.5,218.88,278.1,4529.6,3.5085
3977,0.0035,0.135,0.05,0.5,218.94,270.79,4295.8,3.517
3985,0.0035,0.135,0.055,0.5,218.99,262.49,4038.1,3.5261
3993,0.0035,0.135,0.06,0.5,219.04,253.15,3757.7,3.5356
4001,0.0035,0.135,0.065,0.5,219.07,242.87,3460.2,3.5455
4009,0.0035,0.135,0.07,0.5,219.11,231.65,3149.4,3.556
4017,0.0035,0.135,0.075,0.5,219.13,219.37,2826,3.583
4025,0.0035,0.135,0.08,0.5,219.15,206.19,2498,3.6086
4026,0.0035,0.135,0.08,0.6,215.24,211.47,2618.8,3.0071
4033,0.0035,0.137,0.04,0.5,218.83,294.56,5078.1,3.5053
4041,0.0035,0.137,0.045,0.5,218.9,288.2,4862.9,3.5131
4049,0.0035,0.137,0.05,0.5,218.95,280.85,4619.6,3.5214
4057,0.0035,0.137,0.055,0.5,219,272.52,4351.2,3.5304
4065,0.0035,0.137,0.06,0.5,219.05,263.22,4060.9,3.5397
4073,0.0035,0.137,0.065,0.5,219.08,252.96,3752.3,3.5493
4081,0.0035,0.137,0.07,0.5,219.11,241.62,3425.2,3.5593
4089,0.0035,0.137,0.075,0.5,219.14,229.36,3088.1,3.583
4097,0.0035,0.137,0.08,0.5,219.16,216.12,2743.6,3.6086
4098,0.0035,0.137,0.08,0.6,215.27,221.71,2877.5,3.0071
4105,0.0035,0.139,0.04,0.5,218.84,304.85,5437.4,3.51
4113,0.0035,0.139,0.045,0.5,218.91,298.47,5213.8,3.5177
4121,0.0035,0.139,0.05,0.5,218.96,291.09,4960.8,3.5259
4129,0.0035,0.139,0.055,0.5,219.01,282.79,4683.8,3.5346
4137,0.0035,0.139,0.06,0.5,219.06,273.45,4381.2,3.5437
4145,0.0035,0.139,0.065,0.5,219.09,263.14,4059.2,3.5532
4153,0.0035,0.139,0.07,0.5,219.12,251.83,3719.5,3.563
4161,0.0035,0.139,0.075,0.5,219.15,239.58,3368.4,3.583
4169,0.0035,0.139,0.08,0.5,219.16,226.29,3006.8,3.6086
4170,0.0035,0.139,0.08,0.6,215.3,232.11,3152.9,3.0071
4177,0.0035,0.141,0.04,0.5,218.86,315.32,5815.3,3.5148
4185,0.0035,0.141,0.045,0.5,218.92,308.91,5583,3.5222
4193,0.0035,0.141,0.05,0.5,218.97,301.57,5322.5,3.5303
4201,0.0035,0.141,0.055,0.5,219.02,293.23,5034.3,3.5388
4209,0.0035,0.141,0.06,0.5,219.06,283.92,4721.5,3.5477
4217,0.0035,0.141,0.065,0.5,219.1,273.57,4385.7,3.5571
4225,0.0035,0.141,0.07,0.5,219.13,262.28,4033,3.5667
4233,0.0035,0.141,0.075,0.5,219.15,249.98,3665.7,3.583
4241,0.0035,0.141,0.08,0.5,219.17,236.63,3286.6,3.6086
4242,0.0035,0.141,0.08,0.6,215.32,242.76,3447.5,3.0071
4249,0.0035,0.143,0.04,0.5,218.87,325.97,6212.2,3.5195
4257,0.0035,0.143,0.045,0.5,218.93,319.6,5973.7,3.5268
4265,0.0035,0.143,0.05,0.5,218.98,312.22,5703.1,3.5346
4273,0.0035,0.143,0.055,0.5,219.03,303.92,5405.9,3.543
4281,0.0035,0.143,0.06,0.5,219.07,294.56,5080.3,3.5517
4289,0.0035,0.143,0.065,0.5,219.11,284.24,4732.6,3.5609
4297,0.0035,0.143,0.07,0.5,219.14,272.9,4364.6,3.5703
4305,0.0035,0.143,0.075,0.5,219.16,260.54,3980.6,3.583
4313,0.0035,0.143,0.08,0.5,219.18,247.21,3585.6,3.6086
4314,0.0035,0.143,0.08,0.6,215.35,253.58,3760.3,3.0071
4321,0.0035,0.145,0.04,0.5,218.88,336.86,6631.9,3.5241
4329,0.0035,0.145,0.045,0.5,218.94,330.46,6384.3,3.5312
4337,0.0035,0.145,0.05,0.5,218.99,323.12,6106,3.5389
4345,0.0035,0.145,0.055,0.5,219.04,314.78,5797,3.5471
4353,0.0035,0.145,0.06,0.5,219.08,305.38,5458.3,3.5557
4361,0.0035,0.145,0.065,0.5,219.11,295.01,5096.3,3.5647
4369,0.0035,0.145,0.07,0.5,219.14,283.69,4714.8,3.574
4377,0.0035,0.145,0.075,0.5,219.17,271.28,4313.9,3.5835
4385,0.0035,0.145,0.08,0.5,219.19,257.95,3902.7,3.6086
4386,0.0035,0.145,0.08,0.6,215.37,264.58,4091.9,3.0071
4393,0.0035,0.147,0.04,0.5,218.89,348,7075.2,3.5287
4401,0.0035,0.147,0.045,0.5,218.95,341.57,6818.3,3.5357
4409,0.0035,0.147,0.05,0.5,219,334.2,6529.3,3.5432
4417,0.0035,0.147,0.055,0.5,219.05,325.82,6208.4,3.5513
4425,0.0035,0.147,0.06,0.5,219.09,316.45,5858.9,3.5597
4433,0.0035,0.147,0.065,0.5,219.12,306.1,5484.5,3.5685
4441,0.0035,0.147,0.07,0.5,219.15,294.66,5084.5,3.5776
4449,0.0035,0.147,0.075,0.5,219.17,282.33,4670.7,3.587
4457,0.0035,0.147,0.08,0.5,219.19,268.95,4240.7,3.6086
4458,0.0035,0.147,0.08,0.6,215.4,275.82,4445.4,3.0071
4465,0.0035,0.149,0.04,0.5,218.91,359.32,7540.2,3.5333
4473,0.0035,0.149,0.045,0.5,218.96,352.86,7273.9,3.5401
4481,0.0035,0.149,0.05,0.5,219.01,345.53,6976.9,3.5475
4489,0.0035,0.149,0.055,0.5,219.06,337.11,6643.5,3.5554
4497,0.0035,0.149,0.06,0.5,219.1,327.7,6280.3,3.5636
4505,0.0035,0.149,0.065,0.5,219.13,317.3,5890.8,3.5723
4513,0.0035,0.149,0.07,0.5,219.16,305.94,5479.3,3.5812
4521,0.0035,0.149,0.075,0.5,219.18,293.49,5045.2,3.5905
4529,0.0035,0.149,0.08,0.5,219.2,280.04,4596.1,3.6086
4530,0.0035,0.149,0.08,0.6,215.42,287.24,4819.2,3.0071
4537,0.0035,0.151,0.04,0.5,218.92,370.83,8027.8,3.5378
4545,0.0035,0.151,0.045,0.5,218.97,364.41,7754.7,3.5445
4553,0.0035,0.151,0.05,0.5,219.02,356.97,7443.6,3.5517
4561,0.0035,0.151,0.055,0.5,219.06,348.58,7100.6,3.5594
4569,0.0035,0.151,0.06,0.5,219.1,339.2,6726.1,3.5676
4577,0.0035,0.151,0.065,0.5,219.14,328.75,6321.1,3.5761
4585,0.0035,0.151,0.07,0.5,219.16,317.34,5892.8,3.5849
4593,0.0035,0.151,0.075,0.5,219.18,304.9,5442.8,3.5939
4601,0.0035,0.151,0.08,0.5,219.2,291.46,4976.4,3.6086
4602,0.0035,0.151,0.08,0.6,215.45,298.84,5214.4,3.0071
4609,0.0035,0.153,0.04,0.5,218.93,382.52,8538.6,3.5423
4617,0.0035,0.153,0.045,0.5,218.98,376.15,8258.9,3.5488
4625,0.0035,0.153,0.05,0.5,219.03,368.74,7939.4,3.5559
4633,0.0035,0.153,0.055,0.5,219.07,360.31,7583.4,3.5635
4641,0.0035,0.153,0.06,0.5,219.11,350.88,7194.5,3.5715
4649,0.0035,0.153,0.065,0.5,219.14,340.46,6776.5,3.5798
4657,0.0035,0.153,0.07,0.5,219.17,328.99,6330.8,3.5884
4665,0.0035,0.153,0.075,0.5,219.19,316.49,5862.1,3.5974
4673,0.0035,0.153,0.08,0.5,219.21,303.06,5378.1,3.6086
4674,0.0035,0.153,0.08,0.6,215.47,310.7,5634,3.0071
4681,0.0035,0.155,0.04,0.5,218.94,394.55,9080.3,3.5468
4689,0.0035,0.155,0.045,0.5,218.99,388.07,8787.1,3.5532
4697,0.0035,0.155,0.05,0.5,219.04,380.7,8459.3,3.5601
4705,0.0035,0.155,0.055,0.5,219.08,372.23,8090.1,3.5675
4713,0.0035,0.155,0.06,0.5,219.12,362.75,7686.4,3.5753
4721,0.0035,0.155,0.065,0.5,219.15,352.35,7255.1,3.5835
4729,0.0035,0.155,0.07,0.5,219.17,340.82,6791.7,3.592
4737,0.0035,0.155,0.075,0.5,219.2,328.34,6306.5,3.6008
4745,0.0035,0.155,0.08,0.5,219.21,314.84,5801.9,3.6098
4746,0.0035,0.155,0.08,0.6,215.49,322.74,6076.8,3.0071
4753,0.004,0.135,0.04,0.5,213.93,278.72,4556.6,3.5174
4761,0.004,0.135,0.045,0.5,213.99,272.47,4356,3.5254
4769,0.004,0.135,0.05,0.5,214.04,265.24,4129.5,3.534
4777,0.004,0.135,0.055,0.5,214.08,257.12,3881.9,3.5431
4785,0.004,0.135,0.06,0.5,214.12,247.97,3612.3,3.5527
4793,0.004,0.135,0.065,0.5,214.15,237.89,3326.1,3.5626
4801,0.004,0.135,0.07,0.5,214.17,226.89,3027.1,3.5728
4809,0.004,0.135,0.075,0.5,214.19,214.84,2715.8,3.5832
4817,0.004,0.135,0.08,0.5,214.2,201.9,2400,3.6086
4818,0.004,0.135,0.08,0.6,210.62,207.36,2522.4,3.0071
4825,0.004,0.137,0.04,0.5,213.94,288.56,4882.7,3.5222
4833,0.004,0.137,0.045,0.5,214,282.36,4676.4,3.5301
4841,0.004,0.137,0.05,0.5,214.05,275.1,4440.6,3.5385
4849,0.004,0.137,0.055,0.5,214.09,266.94,4182.8,3.5474
4857,0.004,0.137,0.06,0.5,214.13,257.83,3903.7,3.5568
4865,0.004,0.137,0.065,0.5,214.16,247.77,3606.8,3.5665
4873,0.004,0.137,0.07,0.5,214.18,236.72,3294,3.5765
4881,0.004,0.137,0.075,0.5,214.2,224.69,2969.4,3.5867
4889,0.004,0.137,0.08,0.5,214.21,211.7,2637.6,3.6086
4890,0.004,0.137,0.08,0.6,210.64,217.4,2771.5,3.0071
4897,0.004,0.139,0.04,0.5,213.95,298.65,5228.1,3.527
4905,0.004,0.139,0.045,0.5,214.01,292.42,5013.7,3.5347
4913,0.004,0.139,0.05,0.5,214.06,285.2,4770.8,3.5429
4921,0.004,0.139,0.055,0.5,214.1,277,4502.3,3.5517
4929,0.004,0.139,0.06,0.5,214.13,267.91,4213.6,3.5608
4937,0.004,0.139,0.065,0.5,214.16,257.75,3901.7,3.5704
4945,0.004,0.139,0.07,0.5,214.19,246.71,3576.8,3.5802
4953,0.004,0.139,0.075,0.5,214.2,234.63,3236.9,3.5903
4961,0.004,0.139,0.08,0.5,214.22,221.66,2890.5,3.6086
4962,0.004,0.139,0.08,0.6,210.67,227.6,3036.7,3.0071
4969,0.004,0.141,0.04,0.5,213.97,308.9,5591.3,3.5318
4977,0.004,0.141,0.045,0.5,214.02,302.64,5368.6,3.5393
4985,0.004,0.141,0.05,0.5,214.07,295.46,5118.5,3.5473
4993,0.004,0.141,0.055,0.5,214.11,287.3,4841.5,3.5559
5001,0.004,0.141,0.06,0.5,214.14,278.1,4538.6,3.5649
5009,0.004,0.141,0.065,0.5,214.17,267.96,4215.5,3.5742
5017,0.004,0.141,0.07,0.5,214.19,256.88,3876.1,3.5839
5025,0.004,0.141,0.075,0.5,214.21,244.81,3522.6,3.5938
5033,0.004,0.141,0.08,0.5,214.22,231.78,3159.4,3.6086
5034,0.004,0.141,0.08,0.6,210.69,238.04,3320.5,3.0071
5041,0.004,0.143,0.04,0.5,213.98,319.4,5975.6,3.5365
5049,0.004,0.143,0.045,0.5,214.03,313.11,5744.3,3.5438
5057,0.004,0.143,0.05,0.5,214.08,305.9,5484.5,3.5517
5065,0.004,0.143,0.055,0.5,214.12,297.7,5196.4,3.5601
5073,0.004,0.143,0.06,0.5,214.15,288.53,4883.4,3.5689
5081,0.004,0.143,0.065,0.5,214.18,278.41,4549,3.5781
5089,0.004,0.143,0.07,0.5,214.2,267.28,4194.8,3.5876
5097,0.004,0.143,0.075,0.5,214.22,255.16,3825.2,3.5973
5105,0.004,0.143,0.08,0.5,214.23,242.14,3446.8,3.6086
5106,0.004,0.143,0.08,0.6,210.72,248.66,3621.8,3.0071
5113,0.004,0.145,0.04,0.5,213.99,330.07,6379.1,3.5412
5121,0.004,0.145,0.045,0.5,214.04,323.82,6141.8,3.5483
5129,0.004,0.145,0.05,0.5,214.08,316.57,5871.9,3.556
5137,0.004,0.145,0.055,0.5,214.12,308.34,5572.5,3.5643
5145,0.004,0.145,0.06,0.5,214.16,299.2,5249.2,3.5729
5153,0.004,0.145,0.065,0.5,214.18,289.03,4900.9,3.5819
5161,0.004,0.145,0.07,0.5,214.21,277.85,4531.5,3.5912
5169,0.004,0.145,0.075,0.5,214.22,265.75,4147.6,3.6008
5177,0.004,0.145,0.08,0.5,214.23,252.67,3751.6,3.6106
5178,0.004,0.145,0.08,0.6,210.74,259.44,3941.3,3.0071
5185,0.004,0.147,0.04,0.5,214,340.92,6802.7,3.5458
5193,0.004,0.147,0.045,0.5,214.05,334.64,6556.5,3.5528
5201,0.004,0.147,0.05,0.5,214.09,327.43,6279,3.5604
5209,0.004,0.147,0.055,0.5,214.13,319.22,5970.6,3.5684
5217,0.004,0.147,0.06,0.5,214.16,310.04,5634.4,3.5769
5225,0.004,0.147,0.065,0.5,214.19,299.83,5271.8,3.5857
5233,0.004,0.147,0.07,0.5,214.21,288.67,4889.2,3.5949
5241,0.004,0.147,0.075,0.5,214.23,276.51,4488.4,3.6043
5242,0.004,0.147,0.075,0.6,210.6,283.72,4709.4,3.0011
5249,0.004,0.147,0.08,0.5,214.24,263.37,4074.4,3.6139
5250,0.004,0.147,0.08,0.6,210.77,270.47,4281.8,3.0091
5257,0.004,0.149,0.04,0.5,214.01,352.02,7250,3.5504
5265,0.004,0.149,0.045,0.5,214.06,345.78,6997.4,3.5572
5273,0.004,0.149,0.05,0.5,214.1,338.53,6709.5,3.5646
5281,0.004,0.149,0.055,0.5,214.14,330.29,6389.1,3.5725
5289,0.004,0.149,0.06,0.5,214.17,321.06,6039.7,3.5808
5297,0.004,0.149,0.065,0.5,214.2,310.87,5665,3.5895
5305,0.004,0.149,0.07,0.5,214.22,299.66,5266.4,3.5985
5313,0.004,0.149,0.075,0.5,214.23,287.51,4850.8,3.6078
5314,0.004,0.149,0.075,0.6,210.63,294.91,5086.2,3.004
5321,0.004,0.149,0.08,0.5,214.24,274.31,4418.2,3.6172
5322,0.004,0.149,0.08,0.6,210.79,281.67,4642.1,3.0119
5329,0.004,0.151,0.04,0.5,214.02,363.37,7722,3.5549
5337,0.004,0.151,0.045,0.5,214.07,357.03,7457.1,3.5616
5345,0.004,0.151,0.05,0.5,214.11,349.74,7158.4,3.5689
